route_band,cabin,pax_count,region,origin_region,total_duration,booking_month,stop_type,airline,total_legs,booking_dayofweek,lead_time_days,loyalty_members,destination,origin_city,city,home_region,booking_year,trip_type,payment_method,origin,nationality,airline_name,gender
3,1,2,1,5,747,12,1,48,1,2,51,0,31,41,65,1,2018,1,0,46,30,50,1
0,1,2,0,5,837,2,1,40,2,6,91,0,0,41,1,5,2019,2,5,46,9,39,1
0,1,5,4,5,717,3,1,45,2,3,136,3,18,20,60,5,2019,2,1,25,30,42,1
1,1,2,8,5,511,9,1,13,2,6,45,1,24,68,58,5,2022,2,3,71,9,16,0
1,1,5,8,5,206,7,1,27,1,3,80,2,58,41,53,5,2015,1,3,46,3,30,1
1,1,1,8,5,228,3,1,27,1,6,23,1,22,41,22,5,2018,1,2,46,30,30,1
3,2,2,2,5,1623,1,1,13,2,3,2,0,65,0,61,5,2021,2,1,6,1,16,0
3,1,2,1,5,871,9,1,13,1,5,69,1,31,41,65,5,2018,1,2,46,22,16,1
3,1,1,2,5,1822,3,1,45,2,4,74,0,56,41,51,5,2024,2,0,46,26,42,1
3,0,3,1,5,1331,7,1,18,2,5,44,1,36,41,79,5,2024,2,0,46,22,1,1
2,1,2,5,5,1171,5,1,27,3,3,10,0,27,41,24,5,2022,0,3,46,30,30,0
0,1,3,4,5,907,12,1,35,2,1,54,0,79,41,78,4,2018,2,1,46,22,8,1
2,1,2,5,5,75,7,0,40,1,5,30,1,26,41,23,5,2023,1,3,46,22,39,1
1,0,1,8,5,510,11,0,45,2,6,29,0,20,35,19,5,2017,2,0,40,9,42,0
1,0,3,8,5,500,4,0,27,2,1,20,1,20,41,19,5,2017,2,2,46,14,30,1
0,1,2,7,5,751,10,1,55,2,1,1,0,19,41,34,5,2025,2,2,46,31,55,0
1,1,4,8,5,421,9,1,15,2,6,15,1,58,23,53,5,2025,2,5,26,2,18,0
0,0,1,7,5,784,11,1,27,2,6,49,0,11,41,8,5,2024,2,1,46,31,30,1
0,1,3,0,5,862,6,1,17,2,6,51,1,2,41,3,5,2025,2,0,46,2,19,0
0,1,1,5,0,779,9,0,42,2,3,33,0,46,1,41,0,2025,2,2,0,32,44,0
0,3,1,4,5,374,11,1,27,1,4,58,1,30,50,25,5,2019,1,5,55,2,30,1
3,1,2,3,5,1002,8,1,24,2,5,33,0,62,41,76,3,2017,2,5,46,28,29,1
1,0,2,8,5,222,4,0,50,1,4,15,0,20,41,19,8,2020,1,2,46,28,46,1
1,1,3,8,5,499,11,0,17,2,6,84,1,22,41,22,5,2016,0,0,46,31,19,0
0,3,1,6,6,805,10,1,32,2,5,22,0,3,15,4,6,2018,2,1,16,23,15,1
1,0,1,8,5,227,11,0,49,1,5,74,0,24,24,58,8,2022,1,5,27,30,53,0
3,1,2,1,5,1650,6,1,27,2,0,15,1,31,23,65,5,2023,2,1,26,22,30,0
0,3,4,7,5,405,10,1,54,1,2,16,1,57,41,49,5,2024,1,4,46,22,34,0
1,2,3,8,5,226,6,1,27,1,6,7,1,43,41,37,5,2023,1,3,46,30,30,1
1,0,1,6,5,410,6,1,32,2,3,32,0,34,41,29,6,2023,2,2,46,31,15,1
3,1,1,2,5,1483,9,0,15,2,2,40,0,1,41,2,5,2015,2,1,46,22,18,0
3,3,3,2,5,869,11,1,39,1,0,58,1,75,41,72,2,2015,1,1,46,26,38,0
1,0,6,4,6,576,6,1,3,2,1,13,2,18,69,60,4,2018,2,5,74,19,4,1
1,1,4,8,5,278,4,1,8,1,2,52,1,20,23,19,8,2016,1,2,26,34,9,1
1,1,3,8,5,187,8,0,27,1,4,57,0,43,41,37,5,2019,1,5,46,3,30,1
0,0,2,4,5,362,1,1,27,1,4,12,0,49,41,44,5,2017,1,1,46,30,30,1
2,3,3,5,5,100,2,1,20,1,4,58,0,7,41,47,5,2016,1,0,46,22,21,1
1,2,2,8,5,395,8,0,43,2,3,23,0,24,41,58,8,2025,2,1,46,22,45,0
0,1,3,0,5,608,8,1,14,2,2,41,1,60,41,56,0,2025,2,2,46,31,17,0
1,1,2,8,5,505,6,1,37,2,3,30,0,43,41,37,8,2017,2,1,46,34,35,0
1,1,2,6,5,307,9,1,27,2,1,21,0,9,41,12,5,2025,2,5,46,31,30,0
1,3,1,8,5,513,11,1,49,2,5,13,1,12,20,13,8,2022,2,2,25,28,53,1
0,1,1,0,6,365,9,1,41,1,5,6,1,2,29,3,6,2025,1,2,34,35,40,0
0,0,5,4,5,491,11,0,27,1,2,1,0,81,41,81,5,2025,1,0,46,22,30,1
0,1,2,1,6,348,7,1,2,1,4,18,0,80,4,77,1,2021,1,0,3,19,2,0
0,1,3,7,5,1024,5,1,17,3,4,64,1,32,35,26,5,2025,0,3,40,28,19,1
3,1,2,3,5,993,7,1,27,3,0,49,1,78,41,73,5,2015,0,2,46,22,30,1
0,1,1,0,0,428,2,1,14,1,3,52,0,44,21,38,0,2025,1,1,23,20,17,1
2,1,3,5,5,67,3,1,45,1,5,70,1,7,50,47,5,2017,1,5,55,28,42,1
1,2,2,8,5,508,5,0,20,2,6,25,1,48,41,43,5,2024,2,1,46,29,21,0
0,1,2,6,1,818,8,0,12,2,2,28,0,3,45,4,1,2025,2,3,47,6,13,0
0,0,2,4,5,966,5,0,53,2,6,60,0,79,41,78,4,2025,2,3,46,12,54,0
1,1,2,8,5,279,7,1,0,1,3,27,0,17,41,39,8,2016,1,3,46,2,24,0
0,0,3,5,0,309,2,1,45,1,5,22,2,54,42,55,5,2018,1,1,50,10,42,1
0,0,1,0,5,411,11,0,42,1,0,10,1,42,41,36,0,2023,1,1,46,9,44,1
0,1,1,7,4,681,8,1,18,2,4,32,0,19,5,34,5,2016,2,1,4,37,1,1
0,0,2,6,6,1289,7,1,41,3,3,21,0,3,74,4,6,2023,0,0,76,23,40,0
1,3,4,8,5,182,7,1,13,1,4,37,2,17,41,39,5,2022,1,1,46,3,16,0
0,1,3,6,3,493,11,0,10,1,1,29,1,16,11,15,3,2024,1,3,64,7,3,1
0,1,5,4,8,533,5,1,4,1,2,102,1,52,17,46,8,2019,1,1,51,25,5,0
0,0,2,7,5,872,5,1,45,2,4,15,1,72,20,71,5,2019,2,1,25,30,42,1
0,1,4,7,5,773,12,1,13,2,6,23,2,19,41,34,5,2023,2,5,46,2,16,0
1,3,2,8,5,406,1,0,49,2,0,94,0,14,41,54,8,2018,2,1,46,22,53,1
1,1,2,8,5,560,7,0,4,2,2,6,0,51,41,17,8,2024,2,5,46,28,5,1
1,1,3,8,5,389,2,1,15,2,1,22,1,38,41,31,5,2015,2,0,46,3,18,1
0,1,4,7,3,310,2,1,10,1,6,56,1,19,11,34,3,2016,1,1,64,11,3,0
0,1,6,7,5,858,2,0,40,2,6,68,1,70,41,27,5,2017,2,3,46,9,39,0
1,1,5,6,5,223,7,0,27,1,5,18,2,74,20,69,5,2023,1,5,25,30,30,0
2,3,1,5,5,192,3,1,45,2,1,66,0,55,63,50,5,2025,2,1,68,28,42,0
0,3,3,4,5,304,12,1,7,1,2,21,1,53,41,48,4,2022,1,3,46,22,10,0
1,0,3,8,5,523,7,1,27,2,0,50,0,35,41,30,5,2017,2,3,46,30,30,1
0,1,4,4,5,974,8,0,47,2,5,23,1,39,41,32,4,2017,2,5,46,2,49,1
1,0,2,6,5,245,4,1,54,1,4,23,1,3,41,4,5,2024,1,5,46,28,34,1
1,1,2,6,5,181,12,1,18,1,3,44,1,9,0,12,5,2022,1,2,6,9,1,0
1,1,1,6,5,245,10,0,21,2,0,66,1,15,41,10,6,2018,2,3,46,30,25,1
0,3,3,8,6,576,1,1,41,2,5,88,1,38,57,31,6,2018,2,0,61,35,40,0
0,1,1,4,5,797,9,0,25,2,4,6,1,59,41,52,4,2017,2,3,46,9,27,1
0,1,2,5,7,394,6,1,45,1,6,23,2,54,26,55,5,2021,1,1,32,24,42,1
1,1,4,8,5,539,8,1,27,2,2,7,1,66,41,62,5,2024,2,0,46,30,30,1
1,3,2,8,5,254,11,1,18,1,1,38,0,48,47,43,5,2015,1,0,7,2,1,0
0,3,2,0,5,308,12,1,45,1,0,24,0,44,35,38,5,2022,1,1,40,22,42,1
0,3,1,3,4,981,11,1,6,2,6,18,0,33,52,28,4,2021,2,3,59,18,22,0
2,0,3,5,5,97,11,1,18,1,0,17,1,27,41,24,5,2023,1,4,46,31,1,0
0,1,3,4,5,329,7,0,40,1,1,7,0,81,41,81,5,2023,1,5,46,17,39,0
1,1,2,8,5,212,11,0,45,1,3,26,1,35,63,30,5,2022,1,3,68,22,42,0
0,0,4,0,5,803,11,1,13,2,0,42,1,23,41,21,5,2024,2,3,46,9,16,0
1,2,6,8,5,213,12,1,27,1,4,34,0,14,41,54,5,2025,1,0,46,3,30,0
0,3,3,4,5,824,3,1,29,2,3,29,0,81,41,81,4,2025,2,3,46,2,47,0
1,1,4,8,5,545,9,0,27,2,3,40,0,14,41,54,5,2024,2,4,46,29,30,0
0,1,3,4,5,322,11,1,40,1,1,88,1,18,41,60,5,2015,1,3,46,9,39,1
1,1,1,8,5,399,1,0,15,2,2,31,1,14,41,54,5,2023,2,1,46,28,18,1
1,1,2,8,5,215,4,1,17,1,2,16,1,17,24,39,5,2022,1,3,27,31,19,0
0,3,6,8,7,714,7,0,46,2,3,27,3,66,71,62,7,2024,2,0,72,15,48,0
0,2,2,5,0,881,6,1,17,2,2,53,2,27,21,24,5,2024,2,3,23,27,19,1
3,0,2,5,2,1776,11,0,27,2,0,11,2,46,72,41,5,2017,2,1,75,28,30,0
0,0,4,4,5,341,5,1,54,1,3,83,0,5,41,6,5,2025,1,4,46,30,34,0
3,1,2,5,1,1408,5,1,12,2,4,22,0,46,59,41,1,2015,2,4,41,30,13,0
1,0,3,8,5,209,4,1,43,1,6,72,1,66,20,62,8,2024,1,3,25,9,45,0
1,1,2,6,5,229,12,1,18,1,1,26,1,3,41,4,5,2022,1,5,46,22,1,1
0,1,4,7,1,823,8,1,48,2,3,14,1,72,79,71,1,2016,2,3,36,6,50,0
1,1,2,8,5,418,10,1,17,2,2,60,0,12,24,13,5,2021,2,1,27,30,19,1
1,1,2,8,5,504,5,1,43,2,4,45,0,48,24,43,8,2023,2,5,27,28,45,1
0,1,5,4,5,753,3,0,40,2,0,42,1,5,41,6,5,2024,2,4,46,31,39,0
2,1,3,5,5,506,9,1,45,2,5,18,1,54,20,55,5,2020,0,3,25,28,42,1
1,1,3,6,5,360,2,0,40,2,1,86,0,16,41,15,5,2025,2,3,46,30,39,1
0,1,2,6,6,601,9,1,36,2,4,41,0,9,4,12,6,2019,2,5,3,8,36,1
2,1,1,5,5,690,10,1,27,3,5,96,0,55,41,50,5,2023,0,2,46,2,30,1
3,2,1,3,5,473,9,1,20,1,1,8,1,78,47,73,5,2019,1,1,7,30,21,1
0,0,5,4,5,390,1,0,54,1,5,35,2,8,68,9,5,2019,1,4,71,28,34,0
0,1,2,7,5,391,10,1,18,1,5,59,1,70,41,27,5,2017,1,5,46,31,1,1
0,1,2,0,5,324,12,0,27,1,3,39,1,23,41,21,5,2024,1,3,46,28,30,0
1,0,2,8,5,512,10,1,27,2,1,33,2,66,41,62,5,2024,2,3,46,22,30,0
2,1,4,5,5,109,4,0,27,1,0,27,2,68,41,63,5,2022,1,3,46,31,30,1
1,1,4,8,5,1078,5,1,13,3,1,40,1,14,20,54,5,2024,0,2,25,22,16,1
0,1,1,7,5,443,3,1,27,1,2,26,0,45,41,40,5,2024,1,3,46,36,30,1
1,1,3,6,5,212,1,1,32,1,1,36,1,74,41,69,6,2022,1,5,46,28,15,1
1,2,1,8,5,255,2,1,27,1,5,10,0,17,41,39,5,2019,1,4,46,3,30,0
0,2,3,0,5,761,10,1,40,2,6,41,1,2,41,3,5,2021,0,4,46,9,39,1
0,1,1,7,5,339,1,1,38,1,1,12,0,11,41,8,7,2024,1,0,46,28,37,1
1,3,6,8,5,258,12,1,50,1,1,42,1,38,41,31,8,2018,1,5,46,14,46,0
1,0,2,8,5,528,11,1,49,2,5,63,0,12,41,13,8,2024,2,0,46,30,53,1
0,2,2,4,5,751,5,1,47,2,4,77,2,39,41,32,4,2025,2,3,46,31,49,0
0,0,4,5,0,489,1,0,45,1,3,114,2,68,36,63,5,2019,1,5,42,10,42,1
0,1,2,7,5,757,10,0,27,2,5,82,0,11,41,8,5,2020,2,0,46,24,30,0
3,3,4,3,5,1008,12,1,10,2,6,89,0,64,41,11,3,2018,0,0,46,22,3,0
1,1,4,8,5,257,1,1,4,1,3,12,2,66,41,62,8,2018,1,5,46,9,5,1
0,0,6,7,1,651,9,1,40,2,4,23,2,72,59,71,5,2023,2,0,41,11,39,1
1,2,2,8,5,480,5,1,0,2,5,69,0,24,41,58,8,2016,2,5,46,9,24,1
0,1,3,4,5,469,2,1,20,1,5,33,1,18,41,60,5,2023,1,3,46,31,21,1
0,1,3,2,4,1094,10,0,53,3,5,30,0,1,78,2,4,2022,0,2,79,13,54,1
1,3,2,8,5,516,4,1,15,2,3,80,0,73,41,70,5,2019,2,4,46,22,18,1
0,1,3,4,5,877,10,0,27,2,3,5,0,69,41,33,5,2025,2,5,46,22,30,0
2,1,2,5,5,198,10,1,55,2,5,98,0,40,41,35,5,2018,2,5,46,28,55,1
0,0,2,7,5,879,4,1,27,2,6,1,0,70,41,27,5,2017,2,4,46,2,30,0
1,1,4,8,5,544,2,1,27,2,3,61,2,20,41,19,5,2025,2,3,46,29,30,0
1,1,1,6,5,174,9,0,41,1,3,21,0,3,41,4,6,2017,1,3,46,8,40,1
1,1,4,8,5,523,5,0,0,2,6,30,2,51,41,17,8,2018,2,1,46,9,24,1
2,1,4,5,5,123,9,1,27,1,0,4,2,54,41,55,5,2023,1,3,46,31,30,0
0,1,1,7,0,749,2,1,52,2,2,56,0,70,16,27,7,2024,2,1,21,24,51,1
0,0,2,7,5,391,6,1,52,1,1,18,0,70,41,27,7,2017,1,1,46,30,51,1
1,0,1,8,5,304,2,1,8,1,6,46,1,24,41,58,8,2022,1,5,46,22,9,0
0,1,3,2,8,743,9,1,27,2,0,29,1,75,39,72,5,2016,2,3,17,3,30,0
1,1,5,8,5,279,8,0,49,1,1,63,1,24,68,58,8,2024,1,2,71,34,53,0
0,1,2,0,4,620,2,1,53,2,4,57,2,44,5,38,4,2025,2,3,4,12,54,1
0,1,1,4,0,874,8,1,45,2,5,99,0,8,38,9,5,2019,2,3,44,13,42,0
2,0,5,5,5,198,3,0,54,2,1,25,2,6,41,0,5,2019,2,5,46,22,34,1
2,3,2,5,5,531,5,1,40,2,4,27,1,26,41,23,5,2024,0,3,46,28,39,1
0,1,2,0,0,357,7,0,42,1,4,81,1,60,3,56,0,2020,1,1,2,27,44,1
2,1,1,8,8,241,10,0,43,2,0,75,0,58,58,53,8,2025,2,3,24,29,45,1
1,1,2,4,6,238,11,0,41,1,2,12,0,49,4,44,6,2018,1,3,3,19,40,1
0,3,2,7,5,722,11,1,13,2,0,74,0,45,41,40,5,2019,2,1,46,28,16,1
1,0,2,8,5,282,7,1,8,1,5,15,0,48,41,43,8,2025,1,4,46,28,9,1
0,1,1,8,7,517,3,0,4,2,0,96,0,24,27,58,8,2019,0,3,70,15,5,0
0,1,3,4,2,551,11,0,23,2,0,45,0,79,14,78,2,2023,2,1,13,13,26,1
3,0,3,2,5,1416,8,1,27,2,3,12,0,65,41,61,5,2025,2,4,46,22,30,1
0,1,5,6,2,435,6,1,13,1,5,14,2,76,61,74,5,2019,1,4,65,19,16,0
0,1,3,4,5,419,7,0,27,1,5,7,1,4,41,5,5,2025,1,5,46,28,30,1
1,1,2,8,5,515,3,1,45,2,2,43,1,58,63,53,5,2017,2,1,68,9,42,1
1,1,1,8,5,198,12,1,49,1,4,88,1,35,41,30,8,2016,1,1,46,3,53,0
1,1,2,8,5,298,9,1,13,1,1,24,0,20,41,19,5,2021,1,1,46,29,16,1
0,1,1,4,5,349,7,1,45,1,0,83,0,30,20,25,5,2024,1,1,25,2,42,0
0,3,5,7,5,425,1,1,40,1,6,44,2,19,41,34,5,2025,1,1,46,9,39,0
1,1,3,8,5,878,10,1,4,3,5,13,1,51,41,17,8,2023,0,2,46,29,5,1
1,1,3,6,5,430,9,1,32,2,0,6,1,34,41,29,6,2018,0,3,46,23,15,0
0,1,1,4,5,384,12,1,27,1,4,42,0,53,41,48,5,2025,1,0,46,31,30,1
0,1,4,7,8,361,4,0,37,1,1,46,1,11,22,8,8,2019,1,0,22,34,35,1
1,1,1,8,5,479,2,0,50,2,4,23,1,20,55,19,8,2023,2,3,54,30,46,1
0,3,6,0,5,471,10,1,18,1,4,36,3,21,41,16,5,2023,1,1,46,2,1,1
3,1,1,1,5,1639,1,1,45,2,6,91,0,63,68,18,5,2025,2,2,71,6,42,0
2,1,2,8,8,250,3,1,50,2,6,4,0,51,19,17,8,2016,2,5,20,14,46,0
3,1,3,3,5,551,8,1,34,1,6,82,1,62,41,76,3,2024,1,0,46,31,0,0
0,0,3,1,4,276,1,1,29,1,0,82,1,80,32,77,4,2022,1,5,39,33,47,1
0,0,5,4,5,751,8,1,13,2,6,17,0,5,41,6,5,2025,2,0,46,28,16,1
0,1,2,4,8,869,3,1,53,2,0,104,1,49,37,44,4,2020,2,4,43,25,54,1
0,1,4,0,0,831,7,0,15,2,2,15,2,2,36,3,5,2019,2,3,42,32,18,0
0,0,1,0,5,439,10,1,27,1,2,14,1,2,41,3,5,2018,1,3,46,31,30,1
0,1,1,7,5,724,11,1,31,2,3,34,0,45,41,40,7,2017,2,5,46,31,32,1
3,2,1,2,5,1609,2,0,40,2,2,22,1,65,41,61,5,2016,2,5,46,22,39,1
3,0,1,1,5,1682,5,0,27,2,1,38,1,31,41,65,5,2017,2,1,46,2,30,1
1,1,2,8,5,505,6,1,27,2,5,58,0,14,41,54,5,2017,2,3,46,29,30,0
0,1,2,3,4,849,4,1,28,2,1,48,0,37,25,66,4,2024,2,3,30,12,31,1
1,1,2,8,5,243,4,0,43,1,4,78,0,12,41,13,8,2021,1,3,46,9,45,0
3,0,1,3,5,1072,4,1,20,2,3,1,0,33,55,28,5,2018,2,3,54,31,21,1
1,1,6,8,5,871,6,1,0,3,0,8,2,51,41,17,8,2022,0,1,46,9,24,1
0,1,6,3,3,825,9,1,10,2,3,19,2,64,73,11,3,2024,2,1,78,21,3,0
1,3,6,8,5,584,4,0,15,2,3,56,1,20,41,19,5,2022,2,1,46,14,18,0
0,1,2,8,7,731,10,1,37,2,5,42,2,48,26,43,8,2020,2,4,32,15,35,1
3,1,2,1,5,1673,11,1,15,2,4,41,1,41,41,59,5,2025,2,5,46,9,18,1
1,1,2,8,5,600,4,1,18,2,6,63,0,73,68,70,5,2024,2,4,71,22,1,1
1,1,3,8,5,485,3,0,49,2,2,10,0,66,41,62,8,2022,2,4,46,22,53,0
0,1,2,4,5,326,8,0,16,1,2,64,2,30,41,25,4,2024,1,3,46,33,41,0
1,0,2,8,5,478,1,1,15,2,0,52,0,20,41,19,5,2025,2,3,46,28,18,0
1,0,1,6,5,437,4,1,15,2,2,5,0,77,41,75,5,2022,2,2,46,28,18,1
0,3,2,4,5,800,2,1,6,2,2,56,0,18,41,60,4,2023,2,1,46,33,22,0
0,1,1,3,1,966,10,0,2,2,1,50,0,64,79,11,1,2024,2,1,36,4,2,1
1,3,1,8,5,476,12,0,27,2,1,67,1,43,41,37,5,2023,2,5,46,2,30,1
1,0,2,6,5,179,5,0,18,1,3,38,0,10,23,7,5,2023,1,4,26,9,1,0
1,0,6,8,5,212,7,1,0,1,1,49,2,58,41,53,8,2018,1,0,46,14,24,1
1,1,3,8,5,284,10,1,49,1,6,6,0,14,41,54,8,2017,1,3,46,34,53,0
1,3,5,6,5,365,10,1,15,2,0,25,0,15,50,10,5,2023,2,2,55,35,18,1
1,1,2,6,5,178,11,1,21,1,0,28,1,10,41,7,6,2018,1,1,46,2,25,1
1,1,1,8,5,278,10,1,18,1,1,1,1,38,41,31,5,2025,1,1,46,28,1,0
0,1,3,2,0,608,10,0,27,2,3,34,1,1,3,2,5,2016,2,3,2,27,30,0
1,1,3,8,5,558,8,1,4,2,5,67,0,51,41,17,8,2025,2,1,46,29,5,0
1,0,2,8,5,247,6,1,15,1,4,49,0,66,41,62,5,2020,1,3,46,14,18,0
1,3,3,8,5,198,3,1,45,1,0,58,1,24,41,58,5,2022,1,1,46,34,42,0
1,1,4,8,5,520,11,1,43,2,1,50,1,17,35,39,8,2021,2,2,40,34,45,1
0,1,6,4,5,801,5,1,15,2,4,13,1,49,41,44,5,2024,2,3,46,5,18,0
1,0,2,8,5,306,9,1,27,1,4,99,0,58,41,53,5,2015,1,0,46,3,30,0
3,1,1,1,5,891,9,0,15,1,6,14,0,63,50,18,5,2021,1,0,55,28,18,0
0,0,6,4,8,542,10,1,43,1,2,62,2,81,13,81,8,2025,1,3,12,12,45,0
1,1,3,8,5,249,9,1,17,1,3,77,1,51,41,17,5,2018,1,5,46,30,19,1
0,0,2,4,8,533,3,1,0,1,4,18,1,39,13,32,8,2024,1,3,12,29,24,0
2,1,1,5,5,778,11,0,54,3,2,32,1,25,41,20,5,2016,0,5,46,30,34,1
0,0,1,7,5,417,2,1,17,1,3,44,0,45,41,40,5,2018,1,2,46,2,19,1
1,0,1,6,5,234,4,1,27,1,5,49,1,76,41,74,5,2023,1,1,46,19,30,1
0,1,4,4,5,877,2,1,7,2,5,17,2,5,41,6,4,2022,0,4,46,28,10,0
0,1,2,7,5,787,11,1,45,2,3,50,0,11,35,8,5,2025,2,3,40,28,42,0
1,1,1,6,5,919,8,0,21,3,2,7,0,16,23,15,6,2023,0,2,26,19,25,1
1,1,5,6,5,345,11,0,18,2,0,76,0,61,41,57,5,2025,2,0,46,31,1,1
0,1,3,5,4,767,2,1,3,2,2,85,1,71,60,68,4,2018,2,0,18,33,4,0
1,3,1,6,5,370,9,0,55,2,4,49,0,34,41,29,5,2022,0,3,46,22,55,1
1,1,3,8,5,855,7,0,0,3,2,47,0,22,41,22,8,2021,0,3,46,14,24,0
1,1,4,8,5,287,3,1,27,1,1,30,1,66,41,62,5,2016,1,3,46,28,30,1
2,1,2,5,5,143,4,1,55,2,0,4,2,27,41,24,5,2025,2,1,46,30,55,0
0,2,1,4,3,762,5,1,9,2,0,25,0,69,66,33,3,2024,2,0,37,37,14,1
1,1,2,8,5,475,10,1,49,2,5,77,1,12,41,13,8,2023,2,1,46,22,53,0
0,1,2,7,5,710,6,1,38,2,0,29,1,57,41,49,7,2017,2,1,46,11,37,1
0,1,3,4,5,482,9,1,16,1,6,31,0,59,41,52,4,2018,1,1,46,22,41,1
0,0,2,4,5,354,12,1,18,1,6,3,1,53,68,48,5,2025,1,2,71,31,1,0
1,1,1,8,5,533,7,1,49,2,0,4,0,12,41,13,8,2023,2,0,46,31,53,1
0,3,3,4,5,872,6,1,27,2,5,48,0,59,41,52,5,2022,2,0,46,13,30,0
1,1,3,8,5,282,7,1,27,1,4,22,1,43,41,37,5,2015,1,2,46,3,30,1
3,1,3,2,5,739,3,0,45,1,2,95,1,65,41,61,5,2022,1,1,46,2,42,0
0,2,1,7,5,728,4,0,44,2,1,21,1,45,41,40,7,2015,2,5,46,30,43,0
1,0,2,5,6,405,10,1,27,2,1,92,1,26,80,23,5,2019,2,1,28,8,30,0
1,1,2,6,5,340,8,1,27,2,2,27,2,77,41,75,5,2023,2,3,46,2,30,1
3,1,1,1,5,650,6,1,17,1,5,19,0,80,50,77,5,2019,1,3,55,31,19,1
0,0,2,4,5,412,6,0,29,1,3,87,1,81,41,81,4,2021,1,3,46,28,47,0
0,1,4,4,5,801,3,1,28,2,1,30,0,59,41,52,4,2022,2,0,46,9,31,0
1,1,1,6,4,661,10,0,53,2,3,49,1,28,9,80,4,2022,2,1,8,13,54,1
0,0,3,4,5,729,10,1,20,2,6,68,0,29,41,64,5,2016,2,1,46,37,21,1
2,2,1,5,5,148,12,1,27,2,3,81,0,68,41,63,5,2021,2,1,46,9,30,1
3,1,1,3,5,489,6,1,27,1,3,53,1,64,41,11,5,2019,1,2,46,30,30,1
1,1,3,8,5,1075,7,1,27,3,5,4,1,66,41,62,5,2017,0,5,46,22,30,1
1,1,5,8,5,483,10,1,55,2,6,74,1,35,41,30,5,2025,2,1,46,22,55,1
1,3,3,5,6,344,8,1,17,2,5,47,0,7,80,47,5,2024,2,3,28,16,19,0
1,3,3,6,5,126,1,1,13,1,4,32,0,76,41,74,5,2019,1,3,46,22,16,0
2,0,3,4,4,204,9,1,22,1,0,81,2,29,9,64,4,2018,1,3,8,13,23,0
0,1,2,7,4,438,4,1,38,1,6,73,0,32,9,26,7,2021,1,1,8,5,37,1
1,1,3,6,5,259,6,0,45,2,0,66,1,61,63,57,5,2018,2,5,68,9,42,1
1,0,3,8,5,222,8,1,27,1,6,22,1,58,41,53,5,2021,1,3,46,29,30,1
0,1,2,4,5,957,8,1,27,3,0,70,0,59,41,52,5,2024,0,1,46,2,30,1
1,1,1,6,5,292,8,1,55,2,4,22,0,34,63,29,5,2025,2,0,68,30,55,0
1,1,2,6,5,356,3,1,32,2,3,19,1,16,41,15,6,2019,2,3,46,19,15,0
1,0,3,8,5,199,3,1,37,1,3,1,1,43,41,37,8,2022,1,3,46,30,35,1
0,0,4,2,7,701,11,1,19,2,6,36,0,65,34,61,7,2016,2,1,19,1,20,0
0,1,2,7,5,741,11,1,40,2,3,47,0,11,23,8,5,2024,2,3,26,30,39,1
0,0,1,0,2,487,8,0,20,1,1,113,0,60,72,56,5,2024,1,3,75,32,21,0
1,1,2,8,5,300,5,1,27,1,5,79,0,58,41,53,5,2018,1,1,46,3,30,0
1,3,3,6,5,116,12,1,32,1,2,26,2,74,41,69,6,2020,1,1,46,31,15,0
1,1,1,6,5,208,4,1,55,1,3,53,1,77,50,75,5,2016,1,1,55,30,55,0
0,3,3,0,5,659,11,1,14,2,3,45,2,0,41,1,0,2024,2,5,46,27,17,0
2,1,1,5,5,71,6,1,17,1,3,44,1,68,68,63,5,2025,1,3,71,30,19,1
0,1,2,1,0,617,11,0,48,2,3,33,1,36,21,79,1,2025,2,2,23,4,50,0
1,1,2,6,5,204,12,0,27,1,0,44,0,3,41,4,5,2023,1,4,46,9,30,0
1,1,6,6,5,319,3,1,27,2,2,28,1,3,41,4,5,2025,2,5,46,31,30,1
3,1,2,3,5,1106,7,0,9,2,5,25,0,78,55,73,3,2020,2,1,54,30,14,0
1,3,1,8,5,478,10,1,18,2,4,1,0,35,20,30,5,2018,2,5,25,34,1,0
0,1,3,0,5,403,12,0,27,1,6,44,1,0,41,1,5,2016,1,3,46,22,30,1
0,1,2,4,8,420,6,1,22,1,6,52,0,29,53,64,4,2022,1,2,58,14,23,0
0,1,2,4,1,868,5,1,54,2,0,100,1,18,77,60,5,2018,2,1,80,33,34,1
1,1,3,8,5,304,8,1,45,1,1,42,0,17,41,39,5,2019,1,3,46,30,42,1
1,1,2,5,8,281,3,1,43,1,5,64,0,26,62,23,8,2022,1,4,66,25,45,0
1,0,3,8,5,231,4,1,43,1,2,69,0,22,41,22,8,2023,1,1,46,9,45,1
1,3,2,8,5,302,6,0,37,1,6,80,0,58,41,53,8,2015,1,1,46,28,35,1
0,3,4,8,0,793,4,1,43,2,5,157,0,35,56,30,8,2025,2,0,60,29,45,1
1,0,4,8,5,232,1,1,27,1,1,67,1,38,41,31,5,2019,1,1,46,22,30,1
0,3,1,4,5,703,8,0,22,2,0,49,1,8,41,9,4,2018,2,0,46,17,23,1
0,0,3,3,4,450,2,1,53,1,5,62,2,62,44,76,4,2018,1,3,49,37,54,1
1,0,4,8,5,497,3,1,18,2,2,16,0,17,0,39,5,2023,2,0,6,34,1,0
1,1,2,6,5,1033,11,1,17,3,4,12,1,3,24,4,5,2021,0,1,27,16,19,0
1,1,1,6,5,212,3,1,27,1,4,87,1,28,41,80,5,2023,1,1,46,19,30,0
