segment_id,booking_id,leg_no,dep_airport,arr_airport,dep_city,arr_city,dep_date,flight_duration_min,stop_type
S-006963-01,BK-006963,1,KWI,DOH,Kuwait City,Doha,2025-09-11,123,Connection
S-006963-02,BK-006963,2,DOH,KWI,Doha,Kuwait City,2025-09-20,79,Connection
S-006964-01,BK-006964,1,FCO,HKG,Rome,Hong Kong,2022-11-03,421,Connection
S-006964-02,BK-006964,2,HKG,FCO,Hong Kong,Rome,2022-11-20,273,Direct
S-006965-01,BK-006965,1,DMM,ATH,Dammam,Athens,2021-11-27,311,Direct
S-006965-02,BK-006965,2,ATH,DMM,Athens,Dammam,2021-12-04,332,Direct
S-006966-01,BK-006966,1,RUH,CCU,Riyadh,Kolkata,2015-04-04,266,Connection
S-006966-02,BK-006966,2,CCU,RUH,Kolkata,Riyadh,2015-04-23,247,Direct
S-006967-01,BK-006967,1,MCT,JNB,Muscat,Johannesburg,2023-08-15,332,Direct
S-006968-01,BK-006968,1,KWI,SIN,Kuwait City,Singapore,2024-09-19,446,Connection
S-006968-02,BK-006968,2,SIN,CDG,Singapore,Paris,2024-09-24,337,Connection
S-006968-03,BK-006968,3,CDG,HYD,Paris,Hyderabad,2024-10-02,444,Direct
S-006969-01,BK-006969,1,KWI,IST,Kuwait City,Istanbul,2016-06-08,318,Direct
S-006969-02,BK-006969,2,IST,KWI,Istanbul,Kuwait City,2016-07-08,306,Connection
S-006970-01,BK-006970,1,KWI,AMS,Kuwait City,Amsterdam,2023-03-11,324,Direct
S-006970-02,BK-006970,2,AMS,KWI,Amsterdam,Kuwait City,2023-03-19,492,Connection
S-006971-01,BK-006971,1,AUH,MAA,Abu Dhabi,Chennai,2022-11-23,191,Connection
S-006971-02,BK-006971,2,MAA,AUH,Chennai,Abu Dhabi,2022-12-22,217,Connection
S-006972-01,BK-006972,1,KWI,MAA,Kuwait City,Chennai,2018-05-07,282,Direct
S-006973-01,BK-006973,1,KWI,BLR,Kuwait City,Bengaluru,2015-09-12,283,Direct
S-006973-02,BK-006973,2,BLR,KWI,Bengaluru,Kuwait City,2015-09-16,251,Direct
S-006974-01,BK-006974,1,KWI,BEY,Kuwait City,Beirut,2023-06-06,132,Direct
S-006974-02,BK-006974,2,BEY,KWI,Beirut,Kuwait City,2023-06-21,169,Direct
S-006975-01,BK-006975,1,KWI,HRG,Kuwait City,Hurghada,2022-02-27,241,Connection
S-006975-02,BK-006975,2,HRG,KWI,Hurghada,Kuwait City,2022-03-05,222,Direct
S-006976-01,BK-006976,1,KWI,BKK,Kuwait City,Bangkok,2021-04-20,371,Direct
S-006976-02,BK-006976,2,BKK,KWI,Bangkok,Kuwait City,2021-05-19,388,Connection
S-006977-01,BK-006977,1,SHJ,IAD,Sharjah,Washington DC,2021-06-24,880,Direct
S-006978-01,BK-006978,1,JED,KWI,Jeddah,Kuwait City,2023-04-28,97,Direct
S-006979-01,BK-006979,1,KWI,KHI,Kuwait City,Karachi,2022-02-07,257,Direct
S-006980-01,BK-006980,1,JNB,LAX,Johannesburg,Los Angeles,2024-10-01,279,Connection
S-006980-02,BK-006980,2,LAX,JNB,Los Angeles,Johannesburg,2024-10-18,371,Direct
S-006981-01,BK-006981,1,DOH,AMM,Doha,Amman,2018-12-31,183,Connection
S-006982-01,BK-006982,1,BAH,LHR,Manama,London,2025-01-28,334,Direct
S-006983-01,BK-006983,1,KWI,SYD,Kuwait City,Sydney,2021-07-23,876,Connection
S-006983-02,BK-006983,2,SYD,KWI,Sydney,Kuwait City,2021-08-21,714,Direct
S-006984-01,BK-006984,1,KWI,MNL,Kuwait City,Manila,2025-11-26,332,Connection
S-006985-01,BK-006985,1,RUH,AUH,Riyadh,Abu Dhabi,2023-09-16,82,Direct
S-006985-02,BK-006985,2,AUH,RUH,Abu Dhabi,Riyadh,2023-10-14,90,Direct
S-006986-01,BK-006986,1,BSR,JED,Basra,Jeddah,2020-06-24,217,Direct
S-006986-02,BK-006986,2,JED,BSR,Jeddah,Basra,2020-07-12,240,Connection
S-006987-01,BK-006987,1,CDG,SIN,Paris,Singapore,2018-08-11,335,Direct
S-006988-01,BK-006988,1,KWI,FCO,Kuwait City,Rome,2025-12-09,430,Direct
S-006989-01,BK-006989,1,KWI,CGK,Kuwait City,Jakarta,2019-11-23,314,Connection
S-006990-01,BK-006990,1,KWI,KHI,Kuwait City,Karachi,2022-08-02,318,Connection
S-006991-01,BK-006991,1,KWI,CMN,Kuwait City,Casablanca,2025-11-08,347,Direct
S-006991-02,BK-006991,2,CMN,KWI,Casablanca,Kuwait City,2025-11-30,432,Direct
S-006992-01,BK-006992,1,KWI,KUL,Kuwait City,Kuala Lumpur,2025-02-02,333,Connection
S-006993-01,BK-006993,1,CMB,HAN,Colombo,Hanoi,2024-08-27,279,Direct
S-006994-01,BK-006994,1,KWI,CGK,Kuwait City,Jakarta,2023-09-07,306,Direct
S-006994-02,BK-006994,2,CGK,ADL,Jakarta,Adelaide,2023-09-16,420,Direct
S-006995-01,BK-006995,1,KWI,BEY,Kuwait City,Beirut,2023-03-26,196,Direct
S-006996-01,BK-006996,1,MED,JFK,Medina,New York,2023-05-26,688,Direct
S-006996-02,BK-006996,2,JFK,MED,New York,Medina,2023-06-15,821,Direct
S-006997-01,BK-006997,1,MAN,SHJ,Manchester,Sharjah,2022-09-15,474,Direct
S-006998-01,BK-006998,1,LAX,NJF,Los Angeles,Najaf,2018-09-07,348,Connection
S-006999-01,BK-006999,1,MNL,DAC,Manila,Dhaka,2024-06-13,350,Direct
S-006999-02,BK-006999,2,DAC,MNL,Dhaka,Manila,2024-06-21,335,Direct
S-007000-01,BK-007000,1,KWI,FRA,Kuwait City,Frankfurt,2023-11-21,424,Direct
S-007001-01,BK-007001,1,TLV,FRA,Tel Aviv,Frankfurt,2020-04-08,344,Direct
S-007001-02,BK-007001,2,FRA,TLV,Frankfurt,Tel Aviv,2020-05-03,269,Direct
S-007002-01,BK-007002,1,RUH,BEY,Riyadh,Beirut,2025-02-05,151,Direct
S-007003-01,BK-007003,1,KWI,DAR,Kuwait City,Dar es Salaam,2023-09-20,321,Direct
S-007003-02,BK-007003,2,DAR,KWI,Dar es Salaam,Kuwait City,2023-10-01,359,Connection
S-007004-01,BK-007004,1,KWI,CCU,Kuwait City,Kolkata,2025-03-03,210,Connection
S-007004-02,BK-007004,2,CCU,KWI,Kolkata,Kuwait City,2025-03-17,296,Connection
S-007005-01,BK-007005,1,KWI,SKT,Kuwait City,Sialkot,2016-02-14,230,Connection
S-007006-01,BK-007006,1,KWI,MAD,Kuwait City,Madrid,2024-03-10,374,Direct
S-007007-01,BK-007007,1,KWI,DAC,Kuwait City,Dhaka,2024-01-29,283,Direct
S-007007-02,BK-007007,2,DAC,KWI,Dhaka,Kuwait City,2024-02-18,293,Direct
S-007008-01,BK-007008,1,MED,NRT,Medina,Tokyo,2024-04-14,428,Direct
S-007009-01,BK-007009,1,KWI,HKG,Kuwait City,Hong Kong,2021-04-21,440,Direct
S-007010-01,BK-007010,1,KWI,CAI,Kuwait City,Cairo,2025-11-13,107,Direct
S-007010-02,BK-007010,2,CAI,KWI,Cairo,Kuwait City,2025-12-07,157,Connection
S-007011-01,BK-007011,1,KWI,FCO,Kuwait City,Rome,2019-05-02,347,Direct
S-007011-02,BK-007011,2,FCO,TLV,Rome,Tel Aviv,2019-05-07,380,Connection
S-007011-03,BK-007011,3,TLV,CMB,Tel Aviv,Colombo,2019-05-11,260,Connection
S-007012-01,BK-007012,1,KWI,DAR,Kuwait City,Dar es Salaam,2022-12-03,470,Direct
S-007013-01,BK-007013,1,KWI,BKK,Kuwait City,Bangkok,2022-08-28,339,Direct
S-007013-02,BK-007013,2,BKK,KWI,Bangkok,Kuwait City,2022-09-04,431,Direct
S-007014-01,BK-007014,1,KWI,GRU,Kuwait City,Sao Paulo,2025-11-26,745,Connection
S-007014-02,BK-007014,2,GRU,KWI,Sao Paulo,Kuwait City,2025-12-23,772,Direct
S-007015-01,BK-007015,1,KWI,HRG,Kuwait City,Hurghada,2016-03-06,103,Connection
S-007015-02,BK-007015,2,HRG,KWI,Hurghada,Kuwait City,2016-03-11,246,Direct
S-007016-01,BK-007016,1,KWI,CCU,Kuwait City,Kolkata,2023-10-28,184,Direct
S-007017-01,BK-007017,1,KWI,SKT,Kuwait City,Sialkot,2024-11-08,244,Direct
S-007017-02,BK-007017,2,SKT,KWI,Sialkot,Kuwait City,2024-11-24,256,Direct
S-007018-01,BK-007018,1,MCT,DEL,Muscat,New Delhi,2018-05-22,215,Direct
S-007018-02,BK-007018,2,DEL,MCT,New Delhi,Muscat,2018-05-29,183,Direct
S-007019-01,BK-007019,1,KWI,HRG,Kuwait City,Hurghada,2023-02-26,123,Direct
S-007020-01,BK-007020,1,KWI,FRA,Kuwait City,Frankfurt,2020-11-08,399,Connection
S-007020-02,BK-007020,2,FRA,KWI,Frankfurt,Kuwait City,2020-11-11,453,Direct
S-007021-01,BK-007021,1,KWI,MAA,Kuwait City,Chennai,2025-01-27,263,Connection
S-007021-02,BK-007021,2,MAA,BNE,Chennai,Brisbane,2025-02-05,451,Connection
S-007022-01,BK-007022,1,PVG,DXB,Shanghai,Dubai,2019-03-18,573,Direct
S-007023-01,BK-007023,1,KWI,DOH,Kuwait City,Doha,2016-01-13,118,Direct
S-007023-02,BK-007023,2,DOH,KWI,Doha,Kuwait City,2016-01-30,102,Direct
S-007024-01,BK-007024,1,KWI,LHE,Kuwait City,Lahore,2020-01-18,181,Direct
S-007024-02,BK-007024,2,LHE,KWI,Lahore,Kuwait City,2020-02-08,233,Connection
S-007025-01,BK-007025,1,ORD,MNL,Chicago,Manila,2022-03-22,353,Direct
S-007026-01,BK-007026,1,CMB,KWI,Colombo,Kuwait City,2025-06-27,233,Direct
S-007026-02,BK-007026,2,KWI,CMB,Kuwait City,Colombo,2025-07-23,235,Direct
S-007027-01,BK-007027,1,DAC,CCU,Dhaka,Kolkata,2020-01-18,129,Connection
S-007027-02,BK-007027,2,CCU,DAC,Kolkata,Dhaka,2020-02-13,96,Direct
S-007028-01,BK-007028,1,DMM,ADD,Dammam,Addis Ababa,2022-01-31,494,Connection
S-007029-01,BK-007029,1,KWI,ICN,Kuwait City,Seoul,2018-07-05,469,Direct
S-007029-02,BK-007029,2,ICN,KWI,Seoul,Kuwait City,2018-07-20,539,Direct
S-007030-01,BK-007030,1,KWI,HAN,Kuwait City,Hanoi,2017-11-03,363,Direct
S-007031-01,BK-007031,1,JFK,DXB,New York,Dubai,2025-08-29,738,Direct
S-007031-02,BK-007031,2,DXB,JFK,Dubai,New York,2025-09-20,679,Direct
S-007032-01,BK-007032,1,NBO,BNE,Nairobi,Brisbane,2024-08-02,273,Direct
S-007033-01,BK-007033,1,JED,MUX,Jeddah,Multan,2025-09-10,203,Direct
S-007033-02,BK-007033,2,MUX,JED,Multan,Jeddah,2025-10-09,286,Connection
S-007034-01,BK-007034,1,HYD,AMS,Hyderabad,Amsterdam,2024-09-16,424,Connection
S-007035-01,BK-007035,1,KWI,SIN,Kuwait City,Singapore,2023-09-21,446,Direct
S-007035-02,BK-007035,2,SIN,CDG,Singapore,Paris,2023-09-29,456,Connection
S-007035-03,BK-007035,3,CDG,SGN,Paris,Ho Chi Minh,2023-10-05,446,Direct
S-007036-01,BK-007036,1,KWI,ISB,Kuwait City,Islamabad,2023-04-29,268,Direct
S-007037-01,BK-007037,1,KWI,HKG,Kuwait City,Hong Kong,2024-04-12,464,Direct
S-007037-02,BK-007037,2,HKG,KWI,Hong Kong,Kuwait City,2024-04-22,527,Direct
S-007038-01,BK-007038,1,CAI,KWI,Cairo,Kuwait City,2018-06-29,166,Connection
S-007038-02,BK-007038,2,KWI,CAI,Kuwait City,Cairo,2018-07-26,126,Direct
S-007039-01,BK-007039,1,KWI,AMS,Kuwait City,Amsterdam,2024-03-08,463,Direct
S-007040-01,BK-007040,1,KWI,BLR,Kuwait City,Bengaluru,2019-12-16,239,Direct
S-007040-02,BK-007040,2,BLR,KWI,Bengaluru,Kuwait City,2020-01-13,287,Direct
S-007041-01,BK-007041,1,DMM,LHR,Dammam,London,2023-08-27,384,Direct
S-007041-02,BK-007041,2,LHR,DMM,London,Dammam,2023-08-30,482,Connection
S-007042-01,BK-007042,1,BAH,HKG,Manama,Hong Kong,2024-11-18,597,Direct
S-007042-02,BK-007042,2,HKG,BAH,Hong Kong,Manama,2024-12-07,593,Direct
S-007043-01,BK-007043,1,ATH,MCT,Athens,Muscat,2024-05-09,355,Connection
S-007043-02,BK-007043,2,MCT,ATH,Muscat,Athens,2024-05-13,384,Direct
S-007044-01,BK-007044,1,KWI,HYD,Kuwait City,Hyderabad,2022-05-07,216,Direct
S-007045-01,BK-007045,1,NJF,PVG,Najaf,Shanghai,2023-05-18,380,Direct
S-007045-02,BK-007045,2,PVG,NJF,Shanghai,Najaf,2023-05-24,368,Direct
S-007046-01,BK-007046,1,KWI,NBO,Kuwait City,Nairobi,2017-12-31,463,Direct
S-007046-02,BK-007046,2,NBO,KWI,Nairobi,Kuwait City,2018-01-12,448,Direct
S-007047-01,BK-007047,1,SAW,TBS,Istanbul-SAW,Tbilisi,2018-02-14,264,Direct
S-007047-02,BK-007047,2,TBS,SAW,Tbilisi,Istanbul-SAW,2018-03-13,338,Direct
S-007048-01,BK-007048,1,PER,ATH,Perth,Athens,2019-12-04,357,Direct
S-007048-02,BK-007048,2,ATH,PER,Athens,Perth,2019-12-14,451,Direct
S-007049-01,BK-007049,1,CCU,BCN,Kolkata,Barcelona,2023-11-03,494,Direct
S-007050-01,BK-007050,1,KWI,SGN,Kuwait City,Ho Chi Minh,2023-09-05,303,Connection
S-007051-01,BK-007051,1,KWI,BGW,Kuwait City,Baghdad,2022-09-19,176,Direct
S-007051-02,BK-007051,2,BGW,KWI,Baghdad,Kuwait City,2022-10-15,138,Direct
S-007052-01,BK-007052,1,KWI,AUH,Kuwait City,Abu Dhabi,2025-02-16,67,Connection
S-007053-01,BK-007053,1,HKG,DMM,Hong Kong,Dammam,2022-09-08,490,Direct
S-007053-02,BK-007053,2,DMM,HKG,Dammam,Hong Kong,2022-09-22,569,Direct
S-007054-01,BK-007054,1,KWI,LHE,Kuwait City,Lahore,2025-11-08,234,Connection
S-007055-01,BK-007055,1,DMM,MAA,Dammam,Chennai,2019-03-13,197,Direct
S-007055-02,BK-007055,2,MAA,DMM,Chennai,Dammam,2019-04-07,247,Direct
S-007056-01,BK-007056,1,TLV,AMS,Tel Aviv,Amsterdam,2016-05-31,277,Direct
S-007056-02,BK-007056,2,AMS,TLV,Amsterdam,Tel Aviv,2016-06-26,281,Connection
S-007057-01,BK-007057,1,KWI,HRG,Kuwait City,Hurghada,2016-04-22,243,Direct
S-007058-01,BK-007058,1,KWI,MAD,Kuwait City,Madrid,2025-12-14,486,Connection
S-007058-02,BK-007058,2,MAD,KWI,Madrid,Kuwait City,2025-12-23,425,Connection
S-007059-01,BK-007059,1,BKK,DOH,Bangkok,Doha,2025-04-30,326,Direct
S-007060-01,BK-007060,1,DXB,ISB,Dubai,Islamabad,2015-03-03,260,Direct
S-007060-02,BK-007060,2,ISB,HKG,Islamabad,Hong Kong,2015-03-07,403,Connection
S-007060-03,BK-007060,3,HKG,BSR,Hong Kong,Basra,2015-03-09,488,Connection
S-007061-01,BK-007061,1,KWI,DEL,Kuwait City,New Delhi,2019-06-20,227,Direct
S-007062-01,BK-007062,1,KWI,MXP,Kuwait City,Milan,2019-12-07,489,Direct
S-007063-01,BK-007063,1,TBS,MAN,Tbilisi,Manchester,2025-06-05,287,Connection
S-007063-02,BK-007063,2,MAN,TBS,Manchester,Tbilisi,2025-06-10,393,Direct
S-007064-01,BK-007064,1,KWI,ORD,Kuwait City,Chicago,2025-08-09,873,Direct
S-007064-02,BK-007064,2,ORD,KWI,Chicago,Kuwait City,2025-08-17,861,Direct
S-007065-01,BK-007065,1,KWI,SKT,Kuwait City,Sialkot,2023-06-21,238,Direct
S-007066-01,BK-007066,1,KWI,BSR,Kuwait City,Basra,2020-12-04,125,Direct
S-007067-01,BK-007067,1,KWI,SAW,Kuwait City,Istanbul-SAW,2021-08-16,361,Direct
S-007067-02,BK-007067,2,SAW,KWI,Istanbul-SAW,Kuwait City,2021-09-01,392,Direct
S-007068-01,BK-007068,1,KWI,SKT,Kuwait City,Sialkot,2018-02-06,294,Connection
S-007068-02,BK-007068,2,SKT,KWI,Sialkot,Kuwait City,2018-02-18,193,Connection
S-007069-01,BK-007069,1,FRA,RUH,Frankfurt,Riyadh,2024-07-08,412,Direct
S-007070-01,BK-007070,1,KWI,BSR,Kuwait City,Basra,2023-07-30,109,Direct
S-007071-01,BK-007071,1,DXB,CGK,Dubai,Jakarta,2020-09-20,344,Direct
S-007072-01,BK-007072,1,KWI,PEW,Kuwait City,Peshawar,2023-08-08,192,Direct
S-007072-02,BK-007072,2,PEW,GRU,Peshawar,Sao Paulo,2023-08-15,292,Connection
S-007073-01,BK-007073,1,LAX,GRU,Los Angeles,Sao Paulo,2021-11-30,496,Connection
S-007074-01,BK-007074,1,KWI,LHE,Kuwait City,Lahore,2016-09-12,254,Direct
S-007074-02,BK-007074,2,LHE,KWI,Lahore,Kuwait City,2016-09-22,308,Direct
S-007075-01,BK-007075,1,KWI,LHE,Kuwait City,Lahore,2023-12-19,267,Connection
S-007076-01,BK-007076,1,KWI,BEY,Kuwait City,Beirut,2025-08-04,242,Connection
S-007076-02,BK-007076,2,BEY,KWI,Beirut,Kuwait City,2025-08-08,121,Direct
S-007077-01,BK-007077,1,KWI,CAI,Kuwait City,Cairo,2023-06-18,156,Direct
S-007077-02,BK-007077,2,CAI,KWI,Cairo,Kuwait City,2023-06-23,234,Connection
S-007078-01,BK-007078,1,KWI,SHJ,Kuwait City,Sharjah,2018-08-16,60,Connection
S-007079-01,BK-007079,1,MED,CGK,Medina,Jakarta,2021-05-14,401,Direct
S-007079-02,BK-007079,2,CGK,MED,Jakarta,Medina,2021-06-06,398,Direct
S-007080-01,BK-007080,1,ATH,BSR,Athens,Basra,2018-06-04,368,Direct
S-007081-01,BK-007081,1,KWI,MAD,Kuwait City,Madrid,2025-04-12,303,Direct
S-007081-02,BK-007081,2,MAD,KWI,Madrid,Kuwait City,2025-04-21,488,Direct
S-007082-01,BK-007082,1,DXB,SGN,Dubai,Ho Chi Minh,2018-02-01,331,Direct
S-007082-02,BK-007082,2,SGN,DXB,Ho Chi Minh,Dubai,2018-02-11,311,Direct
S-007083-01,BK-007083,1,MCT,PEW,Muscat,Peshawar,2023-10-14,239,Direct
S-007083-02,BK-007083,2,PEW,MCT,Peshawar,Muscat,2023-11-07,275,Direct
S-007084-01,BK-007084,1,KWI,PEW,Kuwait City,Peshawar,2025-05-09,232,Direct
S-007085-01,BK-007085,1,KWI,ALG,Kuwait City,Algiers,2023-04-11,305,Direct
S-007086-01,BK-007086,1,ICN,CMB,Seoul,Colombo,2023-10-26,335,Direct
S-007086-02,BK-007086,2,CMB,ICN,Colombo,Seoul,2023-11-24,327,Direct
S-007087-01,BK-007087,1,KWI,LHE,Kuwait City,Lahore,2026-01-14,208,Direct
S-007087-02,BK-007087,2,LHE,KWI,Lahore,Kuwait City,2026-02-10,253,Direct
S-007088-01,BK-007088,1,LOS,MED,Lagos,Medina,2024-06-24,471,Direct
S-007089-01,BK-007089,1,KWI,PVG,Kuwait City,Shanghai,2015-03-15,544,Connection
S-007090-01,BK-007090,1,NJF,MAD,Najaf,Madrid,2017-03-01,348,Connection
S-007090-02,BK-007090,2,MAD,NJF,Madrid,Najaf,2017-03-10,242,Direct
S-007091-01,BK-007091,1,KWI,BSR,Kuwait City,Basra,2017-08-16,216,Direct
S-007092-01,BK-007092,1,KWI,SGN,Kuwait City,Ho Chi Minh,2024-10-09,339,Connection
S-007093-01,BK-007093,1,KWI,BNE,Kuwait City,Brisbane,2016-06-21,839,Direct
S-007094-01,BK-007094,1,MED,RUH,Medina,Riyadh,2020-01-29,116,Direct
S-007095-01,BK-007095,1,KWI,MNL,Kuwait City,Manila,2026-03-09,393,Direct
S-007095-02,BK-007095,2,MNL,KWI,Manila,Kuwait City,2026-03-27,308,Direct
S-007096-01,BK-007096,1,CGK,BKK,Jakarta,Bangkok,2015-04-15,433,Connection
S-007097-01,BK-007097,1,DMM,KUL,Dammam,Kuala Lumpur,2024-10-16,357,Direct
S-007097-02,BK-007097,2,KUL,DMM,Kuala Lumpur,Dammam,2024-11-10,371,Direct
S-007098-01,BK-007098,1,KWI,CCU,Kuwait City,Kolkata,2023-08-22,249,Direct
S-007099-01,BK-007099,1,KWI,ISB,Kuwait City,Islamabad,2015-07-18,223,Direct
S-007099-02,BK-007099,2,ISB,KWI,Islamabad,Kuwait City,2015-07-31,199,Connection
S-007100-01,BK-007100,1,KWI,DEL,Kuwait City,New Delhi,2021-05-13,259,Direct
S-007101-01,BK-007101,1,KWI,HKG,Kuwait City,Hong Kong,2017-03-31,565,Connection
S-007102-01,BK-007102,1,NRT,SGN,Tokyo,Ho Chi Minh,2023-09-04,303,Connection
S-007103-01,BK-007103,1,KWI,HYD,Kuwait City,Hyderabad,2016-01-09,270,Direct
S-007103-02,BK-007103,2,HYD,KWI,Hyderabad,Kuwait City,2016-01-17,218,Direct
S-007104-01,BK-007104,1,MAA,NJF,Chennai,Najaf,2024-12-17,290,Connection
S-007104-02,BK-007104,2,NJF,MED,Najaf,Medina,2024-12-19,100,Connection
S-007105-01,BK-007105,1,KWI,DEL,Kuwait City,New Delhi,2015-05-30,254,Direct
S-007106-01,BK-007106,1,KWI,ISB,Kuwait City,Islamabad,2023-04-29,242,Direct
S-007107-01,BK-007107,1,AUH,KHI,Abu Dhabi,Karachi,2023-06-21,236,Direct
S-007107-02,BK-007107,2,KHI,AUH,Karachi,Abu Dhabi,2023-07-14,302,Connection
S-007108-01,BK-007108,1,KWI,LAX,Kuwait City,Los Angeles,2023-04-03,713,Direct
S-007108-02,BK-007108,2,LAX,BLR,Los Angeles,Bengaluru,2023-04-06,391,Direct
S-007108-03,BK-007108,3,BLR,PVG,Bengaluru,Shanghai,2023-04-13,471,Direct
S-007109-01,BK-007109,1,RUH,FRA,Riyadh,Frankfurt,2020-09-27,454,Direct
S-007109-02,BK-007109,2,FRA,RUH,Frankfurt,Riyadh,2020-10-09,394,Connection
S-007110-01,BK-007110,1,KWI,LOS,Kuwait City,Lagos,2024-08-24,321,Direct
S-007110-02,BK-007110,2,LOS,KWI,Lagos,Kuwait City,2024-09-12,418,Direct
S-007111-01,BK-007111,1,KWI,BGW,Kuwait City,Baghdad,2022-10-10,143,Connection
S-007111-02,BK-007111,2,BGW,KWI,Baghdad,Kuwait City,2022-10-14,245,Direct
S-007112-01,BK-007112,1,KWI,BLR,Kuwait City,Bengaluru,2018-09-03,203,Direct
S-007113-01,BK-007113,1,KWI,ORD,Kuwait City,Chicago,2021-07-29,825,Direct
S-007114-01,BK-007114,1,KWI,MAN,Kuwait City,Manchester,2024-02-08,474,Connection
S-007115-01,BK-007115,1,KWI,ATH,Kuwait City,Athens,2024-01-13,357,Connection
S-007116-01,BK-007116,1,CMN,IST,Casablanca,Istanbul,2016-11-09,493,Direct
S-007116-02,BK-007116,2,IST,CMN,Istanbul,Casablanca,2016-12-08,426,Direct
S-007117-01,BK-007117,1,HAN,MUX,Hanoi,Multan,2025-09-15,344,Direct
S-007118-01,BK-007118,1,CMN,NJF,Casablanca,Najaf,2018-12-30,399,Direct
S-007118-02,BK-007118,2,NJF,PVG,Najaf,Shanghai,2019-01-07,391,Connection
S-007118-03,BK-007118,3,PVG,EVN,Shanghai,Yerevan,2019-01-11,343,Direct
S-007119-01,BK-007119,1,KWI,CMN,Kuwait City,Casablanca,2019-05-25,481,Direct
S-007119-02,BK-007119,2,CMN,KWI,Casablanca,Kuwait City,2019-06-20,439,Direct
S-007120-01,BK-007120,1,KWI,IST,Kuwait City,Istanbul,2025-02-14,403,Direct
S-007120-02,BK-007120,2,IST,KWI,Istanbul,Kuwait City,2025-03-01,308,Direct
S-007121-01,BK-007121,1,CAI,LHE,Cairo,Lahore,2016-07-21,460,Direct
S-007121-02,BK-007121,2,LHE,CAI,Lahore,Cairo,2016-08-12,442,Direct
S-007122-01,BK-007122,1,MED,KUL,Medina,Kuala Lumpur,2019-06-27,375,Direct
S-007122-02,BK-007122,2,KUL,MED,Kuala Lumpur,Medina,2019-07-18,308,Direct
S-007123-01,BK-007123,1,ALG,TBS,Algiers,Tbilisi,2020-10-25,256,Direct
S-007124-01,BK-007124,1,KWI,KUL,Kuwait City,Kuala Lumpur,2018-07-07,423,Direct
S-007124-02,BK-007124,2,KUL,TBS,Kuala Lumpur,Tbilisi,2018-07-10,306,Direct
S-007125-01,BK-007125,1,KWI,LOS,Kuwait City,Lagos,2022-03-22,410,Connection
S-007125-02,BK-007125,2,LOS,KWI,Lagos,Kuwait City,2022-03-30,405,Direct
S-007126-01,BK-007126,1,KWI,NJF,Kuwait City,Najaf,2018-01-06,201,Direct
S-007126-02,BK-007126,2,NJF,KWI,Najaf,Kuwait City,2018-02-04,230,Direct
S-007127-01,BK-007127,1,MED,ADL,Medina,Adelaide,2025-06-07,914,Connection
S-007128-01,BK-007128,1,KWI,HAN,Kuwait City,Hanoi,2025-09-19,393,Direct
S-007129-01,BK-007129,1,KWI,MAN,Kuwait City,Manchester,2019-04-21,373,Direct
S-007129-02,BK-007129,2,MAN,KWI,Manchester,Kuwait City,2019-05-19,369,Direct
S-007130-01,BK-007130,1,KWI,BCN,Kuwait City,Barcelona,2025-01-29,390,Connection
S-007130-02,BK-007130,2,BCN,KWI,Barcelona,Kuwait City,2025-02-07,335,Direct
S-007131-01,BK-007131,1,KWI,MCT,Kuwait City,Muscat,2023-06-20,127,Direct
S-007132-01,BK-007132,1,KWI,PER,Kuwait City,Perth,2022-09-12,734,Connection
S-007133-01,BK-007133,1,KWI,HRG,Kuwait City,Hurghada,2017-12-25,193,Direct
S-007133-02,BK-007133,2,HRG,KWI,Hurghada,Kuwait City,2018-01-19,143,Direct
S-007134-01,BK-007134,1,KWI,CMB,Kuwait City,Colombo,2018-07-23,311,Direct
S-007134-02,BK-007134,2,CMB,KWI,Colombo,Kuwait City,2018-08-06,251,Direct
S-007135-01,BK-007135,1,KWI,DAR,Kuwait City,Dar es Salaam,2019-08-13,421,Direct
S-007135-02,BK-007135,2,DAR,KWI,Dar es Salaam,Kuwait City,2019-09-01,488,Direct
S-007136-01,BK-007136,1,KWI,SHJ,Kuwait City,Sharjah,2015-02-12,75,Direct
S-007136-02,BK-007136,2,SHJ,KWI,Sharjah,Kuwait City,2015-03-13,126,Direct
S-007137-01,BK-007137,1,KWI,SAW,Kuwait City,Istanbul-SAW,2023-09-23,346,Direct
S-007137-02,BK-007137,2,SAW,KWI,Istanbul-SAW,Kuwait City,2023-10-09,371,Connection
S-007138-01,BK-007138,1,KWI,IST,Kuwait City,Istanbul,2023-03-05,500,Connection
S-007138-02,BK-007138,2,IST,KWI,Istanbul,Kuwait City,2023-03-10,442,Direct
S-007139-01,BK-007139,1,TBS,JFK,Tbilisi,New York,2023-11-23,298,Direct
S-007139-02,BK-007139,2,JFK,TBS,New York,Tbilisi,2023-12-14,403,Direct
S-007140-01,BK-007140,1,LHR,GRU,London,Sao Paulo,2019-02-20,287,Direct
S-007140-02,BK-007140,2,GRU,LHR,Sao Paulo,London,2019-03-05,485,Direct
S-007141-01,BK-007141,1,FCO,BNE,Rome,Brisbane,2024-01-02,306,Connection
S-007141-02,BK-007141,2,BNE,DAR,Brisbane,Dar es Salaam,2024-01-04,411,Direct
S-007141-03,BK-007141,3,DAR,KRT,Dar es Salaam,Khartoum,2024-01-09,419,Direct
S-007142-01,BK-007142,1,KWI,CMB,Kuwait City,Colombo,2019-10-10,207,Connection
