passenger_id,booking_id,passenger_type,gender,age,nationality,loyalty_member
P-007007-02,BK-007007,CHD,M,11,Saudi,0
P-007008-01,BK-007008,ADT,M,50,Kuwaiti,1
P-007008-02,BK-007008,ADT,F,23,Saudi,0
P-007008-03,BK-007008,ADT,F,18,Saudi,0
P-007008-04,BK-007008,CHD,M,10,Bahraini,0
P-007008-05,BK-007008,INF,M,0,Saudi,0
P-007009-01,BK-007009,ADT,F,64,Kuwaiti,1
P-007010-01,BK-007010,ADT,M,51,Qatari,0
P-007010-02,BK-007010,ADT,F,35,Bahraini,0
P-007010-03,BK-007010,INF,F,1,Saudi,0
P-007011-01,BK-007011,ADT,M,20,Turkish,0
P-007011-02,BK-007011,INF,M,0,Emirati,0
P-007011-03,BK-007011,INF,M,0,Saudi,0
P-007012-01,BK-007012,ADT,F,64,Qatari,0
P-007012-02,BK-007012,ADT,M,45,Bahraini,1
P-007012-03,BK-007012,CHD,M,3,Bahraini,0
P-007013-01,BK-007013,ADT,M,23,Saudi,1
P-007013-02,BK-007013,ADT,M,40,Kuwaiti,0
P-007014-01,BK-007014,ADT,M,66,Qatari,1
P-007014-02,BK-007014,ADT,F,26,Bahraini,0
P-007014-03,BK-007014,ADT,F,53,Kuwaiti,0
P-007015-01,BK-007015,ADT,F,27,Emirati,1
P-007015-02,BK-007015,ADT,F,25,Egyptian,0
P-007015-03,BK-007015,ADT,M,68,Qatari,1
P-007015-04,BK-007015,CHD,F,10,Bahraini,0
P-007016-01,BK-007016,ADT,M,36,Qatari,0
P-007016-02,BK-007016,ADT,F,52,Saudi,0
P-007016-03,BK-007016,ADT,M,46,Saudi,0
P-007016-04,BK-007016,CHD,F,3,Emirati,0
P-007017-01,BK-007017,ADT,M,19,Bahraini,0
P-007018-01,BK-007018,ADT,M,30,Indian,0
P-007018-02,BK-007018,ADT,F,29,Qatari,1
P-007018-03,BK-007018,ADT,F,69,Indian,1
P-007018-04,BK-007018,INF,M,0,Omani,0
P-007018-05,BK-007018,INF,F,1,Indian,0
P-007019-01,BK-007019,ADT,M,53,Lebanese,0
P-007019-02,BK-007019,INF,M,1,Kuwaiti,0
P-007020-01,BK-007020,ADT,M,29,Qatari,0
P-007020-02,BK-007020,ADT,F,28,Omani,0
P-007020-03,BK-007020,INF,F,1,Emirati,0
P-007021-01,BK-007021,ADT,F,35,Emirati,0
P-007021-02,BK-007021,ADT,F,36,Bangladeshi,1
P-007021-03,BK-007021,ADT,F,30,Indian,0
P-007021-04,BK-007021,ADT,M,29,Kuwaiti,0
P-007022-01,BK-007022,ADT,F,41,Bahraini,0
P-007022-02,BK-007022,ADT,M,26,Korean,0
P-007022-03,BK-007022,ADT,F,26,Korean,1
P-007023-01,BK-007023,ADT,F,66,Omani,0
P-007024-01,BK-007024,ADT,M,71,Emirati,1
P-007024-02,BK-007024,ADT,F,28,Saudi,1
P-007024-03,BK-007024,INF,M,1,Saudi,0
P-007024-04,BK-007024,INF,M,0,Sri Lankan,0
P-007025-01,BK-007025,ADT,M,52,Thai,1
P-007026-01,BK-007026,ADT,F,64,Kuwaiti,1
P-007026-02,BK-007026,ADT,M,50,Sri Lankan,0
P-007026-03,BK-007026,INF,M,1,Bangladeshi,0
P-007027-01,BK-007027,ADT,M,54,Sri Lankan,0
P-007027-02,BK-007027,ADT,F,72,Indian,0
P-007027-03,BK-007027,ADT,M,38,Sri Lankan,0
P-007027-04,BK-007027,INF,M,1,Bangladeshi,0
P-007028-01,BK-007028,ADT,F,66,Kuwaiti,0
P-007028-02,BK-007028,ADT,F,35,Emirati,1
P-007029-01,BK-007029,ADT,F,33,Bahraini,0
P-007029-02,BK-007029,INF,F,0,Chinese,0
P-007029-03,BK-007029,INF,M,1,Korean,0
P-007030-01,BK-007030,ADT,F,22,Bahraini,0
P-007030-02,BK-007030,ADT,F,51,Malaysian,1
P-007030-03,BK-007030,CHD,F,8,Indonesian,0
P-007031-01,BK-007031,ADT,M,52,Canadian,1
P-007031-02,BK-007031,ADT,F,49,Saudi,1
P-007031-03,BK-007031,ADT,M,54,American,1
P-007032-01,BK-007032,ADT,F,52,South African,1
P-007033-01,BK-007033,ADT,M,70,Kuwaiti,1
P-007033-02,BK-007033,INF,F,1,Emirati,0
P-007034-01,BK-007034,ADT,M,25,German,0
P-007035-01,BK-007035,ADT,F,29,Thai,0
P-007035-02,BK-007035,CHD,M,7,Saudi,0
P-007035-03,BK-007035,INF,M,0,Kuwaiti,0
P-007036-01,BK-007036,ADT,F,61,Qatari,1
P-007036-02,BK-007036,ADT,F,44,Qatari,0
P-007036-03,BK-007036,ADT,M,68,Kuwaiti,1
P-007036-04,BK-007036,CHD,M,4,Qatari,0
P-007037-01,BK-007037,ADT,M,45,Korean,1
P-007037-02,BK-007037,ADT,F,34,Kuwaiti,0
P-007038-01,BK-007038,ADT,F,58,Omani,0
P-007038-02,BK-007038,ADT,F,44,Egyptian,1
P-007038-03,BK-007038,ADT,M,18,Syrian,0
P-007039-01,BK-007039,ADT,F,32,Kuwaiti,1
P-007039-02,BK-007039,ADT,M,35,Italian,1
P-007039-03,BK-007039,ADT,M,28,Italian,1
P-007040-01,BK-007040,ADT,F,48,Saudi,0
P-007040-02,BK-007040,ADT,M,35,Emirati,0
P-007040-03,BK-007040,CHD,M,6,Qatari,0
P-007041-01,BK-007041,ADT,F,65,Bahraini,0
P-007041-02,BK-007041,ADT,F,59,Spanish,0
P-007041-03,BK-007041,ADT,M,43,British,1
P-007041-04,BK-007041,ADT,M,31,Spanish,0
P-007041-05,BK-007041,INF,M,0,Qatari,0
P-007041-06,BK-007041,INF,F,1,Saudi,0
P-007042-01,BK-007042,ADT,F,36,Omani,1
P-007042-02,BK-007042,ADT,M,68,Qatari,0
P-007042-03,BK-007042,ADT,F,48,Kuwaiti,0
P-007042-04,BK-007042,INF,M,0,Bahraini,0
P-007043-01,BK-007043,ADT,F,72,Omani,0
P-007043-02,BK-007043,INF,M,1,Omani,0
P-007044-01,BK-007044,ADT,M,59,Omani,0
P-007044-02,BK-007044,ADT,M,58,Qatari,1
P-007044-03,BK-007044,INF,M,1,Qatari,0
P-007045-01,BK-007045,ADT,F,58,Egyptian,0
P-007045-02,BK-007045,ADT,M,33,Syrian,1
P-007045-03,BK-007045,ADT,M,43,Syrian,0
P-007045-04,BK-007045,INF,F,1,Jordanian,0
P-007046-01,BK-007046,ADT,M,23,Omani,0
P-007046-02,BK-007046,ADT,M,44,Emirati,0
P-007046-03,BK-007046,ADT,M,69,Nigerian,0
P-007046-04,BK-007046,ADT,M,67,Omani,0
P-007046-05,BK-007046,ADT,M,18,Saudi,0
P-007046-06,BK-007046,ADT,F,33,Omani,0
P-007047-01,BK-007047,ADT,M,72,Syrian,1
P-007047-02,BK-007047,CHD,F,8,Syrian,0
P-007047-03,BK-007047,CHD,F,8,Jordanian,0
P-007048-01,BK-007048,ADT,F,32,French,1
P-007049-01,BK-007049,ADT,F,41,Italian,0
P-007049-02,BK-007049,INF,M,1,German,0
P-007050-01,BK-007050,ADT,M,32,Filipino,0
P-007050-02,BK-007050,ADT,M,35,Emirati,0
P-007051-01,BK-007051,ADT,F,30,Lebanese,0
P-007052-01,BK-007052,ADT,F,70,Qatari,0
P-007052-02,BK-007052,INF,F,0,Emirati,0
P-007053-01,BK-007053,ADT,F,22,Bahraini,0
P-007053-02,BK-007053,ADT,M,42,Chinese,0
P-007053-03,BK-007053,INF,F,1,Kuwaiti,0
P-007054-01,BK-007054,ADT,F,50,Emirati,0
P-007054-02,BK-007054,ADT,M,37,Bangladeshi,0
P-007054-03,BK-007054,ADT,F,60,Qatari,1
P-007054-04,BK-007054,ADT,F,26,Saudi,1
P-007054-05,BK-007054,INF,M,0,Bahraini,0
P-007055-01,BK-007055,ADT,M,71,Emirati,1
P-007055-02,BK-007055,ADT,F,31,Emirati,0
P-007056-01,BK-007056,ADT,F,57,Spanish,0
P-007056-02,BK-007056,ADT,F,42,Italian,0
P-007056-03,BK-007056,ADT,M,32,Iraqi,1
P-007056-04,BK-007056,INF,M,0,Lebanese,0
P-007057-01,BK-007057,ADT,M,45,Saudi,0
P-007057-02,BK-007057,ADT,F,71,Jordanian,1
P-007057-03,BK-007057,ADT,F,32,Iraqi,0
P-007057-04,BK-007057,INF,M,0,Omani,0
P-007058-01,BK-007058,ADT,F,72,Saudi,0
P-007058-02,BK-007058,ADT,F,46,Emirati,1
P-007059-01,BK-007059,ADT,F,53,Emirati,1
P-007059-02,BK-007059,ADT,F,25,Qatari,0
P-007059-03,BK-007059,ADT,F,51,Filipino,1
P-007059-04,BK-007059,ADT,F,27,Saudi,0
P-007059-05,BK-007059,INF,M,0,Filipino,0
P-007060-01,BK-007060,ADT,M,25,Sri Lankan,1
P-007060-02,BK-007060,ADT,M,47,Kuwaiti,0
P-007060-03,BK-007060,ADT,F,37,Bahraini,0
P-007060-04,BK-007060,ADT,F,33,Qatari,0
P-007061-01,BK-007061,ADT,M,64,Emirati,0
P-007061-02,BK-007061,ADT,F,51,Omani,0
P-007061-03,BK-007061,ADT,M,49,Qatari,0
P-007061-04,BK-007061,ADT,F,41,Kuwaiti,1
P-007062-01,BK-007062,ADT,M,43,Italian,1
P-007062-02,BK-007062,ADT,F,25,Emirati,1
P-007063-01,BK-007063,ADT,F,61,German,1
P-007063-02,BK-007063,CHD,M,7,Lebanese,0
P-007064-01,BK-007064,ADT,M,69,Bahraini,1
P-007065-01,BK-007065,ADT,F,72,Qatari,0
P-007065-02,BK-007065,ADT,M,59,Omani,0
P-007065-03,BK-007065,ADT,F,58,Saudi,1
P-007065-04,BK-007065,ADT,M,20,Emirati,1
P-007066-01,BK-007066,ADT,M,63,Kuwaiti,0
P-007066-02,BK-007066,ADT,F,67,Omani,0
P-007067-01,BK-007067,ADT,M,39,Qatari,1
P-007067-02,BK-007067,ADT,M,28,Italian,0
P-007067-03,BK-007067,CHD,M,4,Italian,0
P-007068-01,BK-007068,ADT,M,51,Emirati,0
P-007068-02,BK-007068,ADT,F,37,Qatari,1
P-007068-03,BK-007068,ADT,F,26,Sri Lankan,1
P-007069-01,BK-007069,ADT,M,23,Spanish,0
P-007069-02,BK-007069,ADT,F,20,Spanish,0
P-007069-03,BK-007069,ADT,F,41,Emirati,0
P-007069-04,BK-007069,ADT,M,34,French,1
P-007070-01,BK-007070,ADT,F,39,Jordanian,0
P-007071-01,BK-007071,ADT,M,61,Omani,0
P-007072-01,BK-007072,ADT,F,27,Bangladeshi,0
P-007072-02,BK-007072,ADT,F,43,Indian,1
P-007072-03,BK-007072,ADT,M,24,Bahraini,0
P-007073-01,BK-007073,ADT,F,42,American,1
P-007073-02,BK-007073,CHD,M,11,American,0
P-007073-03,BK-007073,INF,M,1,Canadian,0
P-007074-01,BK-007074,ADT,F,43,Kuwaiti,1
P-007074-02,BK-007074,CHD,M,3,Omani,0
P-007075-01,BK-007075,ADT,F,65,Bangladeshi,0
P-007075-02,BK-007075,INF,F,1,Emirati,0
P-007076-01,BK-007076,ADT,M,56,Syrian,0
P-007076-02,BK-007076,ADT,M,71,Kuwaiti,0
P-007076-03,BK-007076,ADT,F,33,Qatari,0
P-007076-04,BK-007076,CHD,M,11,Omani,0
P-007076-05,BK-007076,CHD,M,6,Bahraini,0
P-007077-01,BK-007077,ADT,M,27,Kuwaiti,0
P-007078-01,BK-007078,ADT,F,35,Omani,0
P-007078-02,BK-007078,ADT,F,55,Saudi,0
P-007078-03,BK-007078,ADT,F,32,Bahraini,1
P-007078-04,BK-007078,CHD,M,4,Kuwaiti,0
P-007079-01,BK-007079,ADT,F,69,Omani,0
P-007080-01,BK-007080,ADT,M,29,Egyptian,1
P-007080-02,BK-007080,ADT,F,56,Iraqi,0
P-007081-01,BK-007081,ADT,F,67,French,0
P-007081-02,BK-007081,CHD,M,3,Emirati,0
P-007082-01,BK-007082,ADT,M,66,Indonesian,0
P-007083-01,BK-007083,ADT,F,26,Qatari,0
P-007083-02,BK-007083,ADT,F,23,Bahraini,0
P-007084-01,BK-007084,ADT,F,72,Qatari,0
P-007084-02,BK-007084,CHD,M,5,Qatari,0
P-007085-01,BK-007085,ADT,F,21,Emirati,0
P-007085-02,BK-007085,ADT,M,32,Ethiopian,0
P-007085-03,BK-007085,CHD,M,4,Kuwaiti,0
P-007086-01,BK-007086,ADT,M,32,Chinese,0
P-007086-02,BK-007086,ADT,F,60,Chinese,0
P-007086-03,BK-007086,ADT,F,61,Chinese,1
P-007087-01,BK-007087,ADT,F,51,Sri Lankan,1
P-007087-02,BK-007087,ADT,M,25,Omani,0
P-007087-03,BK-007087,ADT,M,35,Emirati,1
P-007087-04,BK-007087,ADT,F,63,Qatari,0
P-007087-05,BK-007087,ADT,M,58,Indian,0
P-007087-06,BK-007087,ADT,M,23,Kuwaiti,0
P-007088-01,BK-007088,ADT,M,65,Kenyan,0
P-007089-01,BK-007089,ADT,F,44,Emirati,1
P-007090-01,BK-007090,ADT,M,52,Syrian,0
P-007090-02,BK-007090,ADT,M,36,Iraqi,1
P-007090-03,BK-007090,ADT,M,67,Jordanian,1
P-007090-04,BK-007090,INF,M,0,Egyptian,0
P-007091-01,BK-007091,ADT,M,59,Qatari,0
P-007091-02,BK-007091,INF,F,1,Egyptian,0
P-007091-03,BK-007091,INF,F,1,Qatari,0
P-007092-01,BK-007092,ADT,F,62,Saudi,1
P-007093-01,BK-007093,ADT,F,44,Australian,0
P-007093-02,BK-007093,ADT,M,19,Omani,1
P-007093-03,BK-007093,ADT,F,26,Saudi,0
P-007093-04,BK-007093,ADT,M,61,Qatari,1
P-007093-05,BK-007093,ADT,F,58,Kuwaiti,1
P-007094-01,BK-007094,ADT,M,68,Qatari,0
P-007094-02,BK-007094,ADT,M,42,Bahraini,1
P-007095-01,BK-007095,ADT,F,40,Bahraini,0
P-007095-02,BK-007095,ADT,F,72,Thai,0
P-007096-01,BK-007096,ADT,F,23,Indonesian,0
P-007097-01,BK-007097,ADT,M,43,Indonesian,0
P-007097-02,BK-007097,ADT,M,30,Omani,1
P-007097-03,BK-007097,ADT,F,52,Emirati,0
P-007098-01,BK-007098,ADT,F,24,Saudi,1
P-007098-02,BK-007098,ADT,F,35,Saudi,1
P-007098-03,BK-007098,ADT,M,26,Omani,0
P-007098-04,BK-007098,CHD,M,5,Emirati,0
P-007099-01,BK-007099,ADT,F,42,Qatari,1
P-007099-02,BK-007099,ADT,F,30,Pakistani,0
P-007099-03,BK-007099,ADT,F,54,Omani,0
P-007099-04,BK-007099,INF,F,0,Indian,0
P-007099-05,BK-007099,INF,M,0,Kuwaiti,0
P-007100-01,BK-007100,ADT,F,55,Bahraini,1
P-007100-02,BK-007100,INF,M,0,Kuwaiti,0
P-007100-03,BK-007100,INF,F,1,Emirati,0
P-007101-01,BK-007101,ADT,F,65,Emirati,1
P-007101-02,BK-007101,ADT,M,45,Bahraini,0
P-007101-03,BK-007101,ADT,M,65,Saudi,1
P-007101-04,BK-007101,INF,F,1,Omani,0
P-007102-01,BK-007102,ADT,M,38,Indonesian,0
P-007102-02,BK-007102,ADT,F,44,Chinese,1
P-007103-01,BK-007103,ADT,M,66,Bahraini,0
P-007103-02,BK-007103,ADT,F,36,Qatari,0
P-007103-03,BK-007103,ADT,F,72,Indian,0
P-007104-01,BK-007104,ADT,F,36,Indian,0
P-007105-01,BK-007105,ADT,M,54,Omani,1
P-007105-02,BK-007105,ADT,M,70,Omani,1
P-007105-03,BK-007105,ADT,M,28,Saudi,1
P-007105-04,BK-007105,ADT,F,30,Qatari,0
P-007105-05,BK-007105,CHD,F,4,Bahraini,0
P-007105-06,BK-007105,CHD,F,5,Omani,0
P-007106-01,BK-007106,ADT,M,22,Bahraini,0
P-007106-02,BK-007106,ADT,F,52,Omani,0
P-007106-03,BK-007106,ADT,F,31,Bahraini,1
P-007106-04,BK-007106,CHD,F,3,Omani,0
P-007107-01,BK-007107,ADT,F,34,Qatari,1
P-007107-02,BK-007107,ADT,M,41,Nepali,0
P-007108-01,BK-007108,ADT,M,59,Emirati,1
P-007109-01,BK-007109,ADT,F,20,Emirati,1
P-007109-02,BK-007109,ADT,F,26,German,0
P-007110-01,BK-007110,ADT,M,26,South African,1
P-007110-02,BK-007110,ADT,M,18,Bahraini,0
P-007110-03,BK-007110,ADT,F,47,Saudi,1
P-007110-04,BK-007110,INF,M,1,Omani,0
P-007111-01,BK-007111,ADT,M,34,Bahraini,0
P-007111-02,BK-007111,ADT,M,23,Kuwaiti,0
P-007112-01,BK-007112,ADT,M,53,Kuwaiti,0
P-007112-02,BK-007112,ADT,M,36,Emirati,0
P-007112-03,BK-007112,ADT,F,61,Kuwaiti,1
P-007112-04,BK-007112,ADT,F,40,Bahraini,0
P-007113-01,BK-007113,ADT,M,35,Bahraini,1
P-007114-01,BK-007114,ADT,F,47,Spanish,0
P-007114-02,BK-007114,ADT,M,72,British,0
P-007114-03,BK-007114,ADT,F,49,Emirati,1
P-007114-04,BK-007114,CHD,M,8,Emirati,0
P-007115-01,BK-007115,ADT,F,61,French,0
P-007115-02,BK-007115,ADT,M,34,Italian,0
P-007116-01,BK-007116,ADT,F,33,Kenyan,0
P-007116-02,BK-007116,ADT,M,25,Nigerian,1
P-007116-03,BK-007116,ADT,M,57,Kenyan,1
P-007116-04,BK-007116,ADT,F,60,Nigerian,0
P-007116-05,BK-007116,CHD,M,9,Nigerian,0
P-007117-01,BK-007117,ADT,M,33,Indonesian,0
P-007117-02,BK-007117,ADT,F,27,Indonesian,1
P-007118-01,BK-007118,ADT,F,35,Nigerian,0
P-007119-01,BK-007119,ADT,M,32,Kenyan,0
P-007119-02,BK-007119,ADT,F,18,Saudi,0
P-007119-03,BK-007119,ADT,F,58,Saudi,0
P-007119-04,BK-007119,ADT,M,71,Bahraini,0
P-007120-01,BK-007120,ADT,F,63,Kuwaiti,0
P-007120-02,BK-007120,CHD,F,9,Qatari,0
P-007120-03,BK-007120,INF,M,0,Omani,0
P-007121-01,BK-007121,ADT,M,21,Iraqi,0
P-007121-02,BK-007121,ADT,M,30,Jordanian,1
P-007121-03,BK-007121,ADT,M,67,Iraqi,0
P-007121-04,BK-007121,INF,M,1,Nepali,0
P-007122-01,BK-007122,ADT,F,49,Saudi,1
P-007123-01,BK-007123,ADT,M,27,Nigerian,1
P-007124-01,BK-007124,ADT,M,50,Kuwaiti,0
P-007124-02,BK-007124,CHD,F,8,Bahraini,0
P-007124-03,BK-007124,CHD,M,10,Thai,0
P-007125-01,BK-007125,ADT,F,28,Omani,1
P-007125-02,BK-007125,ADT,F,71,Bahraini,1
P-007126-01,BK-007126,ADT,F,49,Qatari,0
P-007126-02,BK-007126,CHD,M,5,Omani,0
P-007126-03,BK-007126,INF,F,0,Egyptian,0
P-007127-01,BK-007127,ADT,M,31,Emirati,1
P-007127-02,BK-007127,ADT,F,40,Australian,1
P-007128-01,BK-007128,ADT,M,48,Emirati,0
P-007128-02,BK-007128,CHD,F,11,Malaysian,0
P-007129-01,BK-007129,ADT,F,42,Kuwaiti,0
P-007129-02,BK-007129,ADT,F,58,German,1
P-007130-01,BK-007130,ADT,F,62,Omani,1
P-007131-01,BK-007131,ADT,F,25,Qatari,1
P-007131-02,BK-007131,ADT,F,64,Saudi,0
P-007132-01,BK-007132,ADT,F,46,Saudi,0
P-007132-02,BK-007132,ADT,M,61,Emirati,0
P-007132-03,BK-007132,ADT,F,27,Saudi,0
P-007132-04,BK-007132,ADT,F,57,Saudi,1
P-007132-05,BK-007132,ADT,F,51,Emirati,0
P-007132-06,BK-007132,ADT,M,45,Saudi,0
P-007133-01,BK-007133,ADT,F,56,Saudi,1
P-007133-02,BK-007133,ADT,M,30,Emirati,0
P-007133-03,BK-007133,ADT,M,28,Egyptian,0
P-007133-04,BK-007133,ADT,F,33,Egyptian,1
P-007133-05,BK-007133,ADT,M,43,Emirati,0
P-007133-06,BK-007133,INF,F,0,Syrian,0
P-007134-01,BK-007134,ADT,M,68,Bangladeshi,0
P-007135-01,BK-007135,ADT,M,68,Kenyan,0
P-007135-02,BK-007135,CHD,M,5,Kenyan,0
P-007136-01,BK-007136,ADT,F,39,Bahraini,0
P-007136-02,BK-007136,CHD,F,4,Qatari,0
P-007137-01,BK-007137,ADT,F,57,British,0
P-007138-01,BK-007138,ADT,F,23,Emirati,0
P-007138-02,BK-007138,ADT,M,58,Omani,0
P-007139-01,BK-007139,ADT,F,19,Egyptian,0
P-007140-01,BK-007140,ADT,F,21,German,0
P-007140-02,BK-007140,CHD,M,2,German,0
P-007141-01,BK-007141,ADT,F,35,German,0
P-007142-01,BK-007142,ADT,F,44,Kuwaiti,0
P-007142-02,BK-007142,ADT,M,60,Sri Lankan,0
P-007142-03,BK-007142,CHD,F,8,Saudi,0
P-007143-01,BK-007143,ADT,F,44,Kuwaiti,0
P-007143-02,BK-007143,ADT,M,71,Japanese,0
P-007143-03,BK-007143,CHD,M,2,Qatari,0
P-007144-01,BK-007144,ADT,F,30,Chinese,0
P-007145-01,BK-007145,ADT,F,19,French,0
P-007145-02,BK-007145,ADT,M,70,Emirati,0
P-007145-03,BK-007145,CHD,F,3,Qatari,0
P-007146-01,BK-007146,ADT,M,40,Emirati,1
P-007146-02,BK-007146,ADT,M,25,Qatari,0
P-007146-03,BK-007146,INF,F,0,Bahraini,0
P-007146-04,BK-007146,INF,F,1,Bahraini,0
P-007147-01,BK-007147,ADT,M,24,British,0
P-007147-02,BK-007147,ADT,F,54,Italian,1
P-007147-03,BK-007147,ADT,F,29,British,1
P-007147-04,BK-007147,INF,F,1,Turkish,0
P-007148-01,BK-007148,ADT,M,28,Korean,1
P-007148-02,BK-007148,ADT,F,21,Chinese,1
P-007149-01,BK-007149,ADT,M,64,Saudi,0
P-007149-02,BK-007149,ADT,F,26,Qatari,0
P-007149-03,BK-007149,ADT,F,60,Emirati,0
P-007149-04,BK-007149,INF,F,1,Bangladeshi,0
P-007150-01,BK-007150,ADT,M,26,Omani,1
P-007151-01,BK-007151,ADT,F,71,Emirati,0
P-007151-02,BK-007151,ADT,F,25,Bahraini,1
P-007151-03,BK-007151,INF,M,0,Qatari,0
P-007151-04,BK-007151,INF,M,1,Qatari,0
P-007152-01,BK-007152,ADT,M,69,Spanish,0
P-007152-02,BK-007152,CHD,M,8,Italian,0
P-007153-01,BK-007153,ADT,M,41,Emirati,0
P-007153-02,BK-007153,ADT,F,37,Chinese,0
P-007153-03,BK-007153,ADT,F,47,Omani,0
P-007153-04,BK-007153,ADT,F,25,Saudi,0
P-007153-05,BK-007153,ADT,F,27,Omani,1
P-007153-06,BK-007153,ADT,M,64,Omani,0
P-007154-01,BK-007154,ADT,F,57,Emirati,0
P-007154-02,BK-007154,ADT,F,70,Emirati,0
P-007155-01,BK-007155,ADT,F,46,Omani,0
P-007155-02,BK-007155,ADT,F,32,Jordanian,1
P-007155-03,BK-007155,ADT,F,26,Kuwaiti,0
P-007155-04,BK-007155,ADT,M,49,Bahraini,0
P-007155-05,BK-007155,CHD,M,3,Saudi,0
P-007156-01,BK-007156,ADT,M,33,Brazilian,1
P-007156-02,BK-007156,INF,F,0,Canadian,0
P-007157-01,BK-007157,ADT,M,20,British,0
P-007157-02,BK-007157,ADT,M,37,Omani,0
P-007157-03,BK-007157,INF,F,0,Saudi,0
P-007158-01,BK-007158,ADT,M,30,Qatari,0
P-007158-02,BK-007158,ADT,F,56,Qatari,0
P-007159-01,BK-007159,ADT,M,45,Spanish,0
P-007159-02,BK-007159,CHD,M,8,Turkish,0
P-007160-01,BK-007160,ADT,F,63,Kuwaiti,1
P-007160-02,BK-007160,ADT,M,56,Emirati,1
P-007161-01,BK-007161,ADT,M,50,Saudi,0
P-007161-02,BK-007161,ADT,F,68,Saudi,0
P-007161-03,BK-007161,CHD,M,7,Omani,0
P-007162-01,BK-007162,ADT,M,18,Emirati,1
P-007163-01,BK-007163,ADT,F,61,Kuwaiti,1
P-007163-02,BK-007163,ADT,F,63,Saudi,0
P-007163-03,BK-007163,ADT,F,64,Indian,1
P-007163-04,BK-007163,ADT,F,42,Nepali,0
P-007163-05,BK-007163,ADT,F,72,Bahraini,0
P-007164-01,BK-007164,ADT,F,20,Emirati,0
P-007165-01,BK-007165,ADT,M,39,Pakistani,0
P-007166-01,BK-007166,ADT,M,26,Omani,0
P-007166-02,BK-007166,ADT,F,40,British,0
P-007167-01,BK-007167,ADT,F,54,Pakistani,0
P-007167-02,BK-007167,INF,M,1,Egyptian,0
P-007168-01,BK-007168,ADT,F,65,Kuwaiti,1
P-007168-02,BK-007168,ADT,F,63,Bahraini,0
P-007168-03,BK-007168,ADT,F,55,Bangladeshi,0
P-007168-04,BK-007168,ADT,F,18,Pakistani,1
P-007169-01,BK-007169,ADT,M,67,Kuwaiti,1
P-007170-01,BK-007170,ADT,M,56,Omani,0
P-007170-02,BK-007170,ADT,F,40,Qatari,1
P-007170-03,BK-007170,CHD,M,3,Qatari,0
P-007171-01,BK-007171,ADT,M,66,Nepali,1
P-007171-02,BK-007171,ADT,M,70,Emirati,0
P-007171-03,BK-007171,ADT,F,50,Pakistani,0
P-007172-01,BK-007172,ADT,F,44,Indian,0
P-007172-02,BK-007172,CHD,M,9,Nepali,0
P-007173-01,BK-007173,ADT,M,49,Emirati,1
P-007173-02,BK-007173,ADT,F,70,Lebanese,0
P-007173-03,BK-007173,CHD,M,2,Kuwaiti,0
P-007174-01,BK-007174,ADT,M,19,Saudi,0
P-007174-02,BK-007174,ADT,F,36,Emirati,0
P-007174-03,BK-007174,ADT,F,43,Chinese,0
P-007174-04,BK-007174,CHD,M,8,Qatari,0
P-007175-01,BK-007175,ADT,M,42,Bahraini,1
P-007175-02,BK-007175,ADT,F,50,Qatari,0
P-007175-03,BK-007175,ADT,F,28,Qatari,0
P-007176-01,BK-007176,ADT,M,31,Italian,0
P-007176-02,BK-007176,CHD,M,2,Bahraini,0
P-007176-03,BK-007176,CHD,F,2,Omani,0
P-007177-01,BK-007177,ADT,M,58,Bahraini,0
P-007178-01,BK-007178,ADT,M,72,Saudi,0
P-007178-02,BK-007178,ADT,M,31,Italian,1
P-007179-01,BK-007179,ADT,F,32,Kuwaiti,0
P-007179-02,BK-007179,ADT,M,46,Saudi,1
P-007180-01,BK-007180,ADT,M,37,Emirati,0
P-007181-01,BK-007181,ADT,F,60,Kuwaiti,1
P-007181-02,BK-007181,ADT,M,24,Kuwaiti,0
P-007181-03,BK-007181,ADT,M,65,Egyptian,0
P-007181-04,BK-007181,ADT,F,56,Kuwaiti,1
P-007181-05,BK-007181,ADT,M,45,Syrian,0
P-007182-01,BK-007182,ADT,F,36,Indian,1
P-007183-01,BK-007183,ADT,M,19,Egyptian,0
P-007183-02,BK-007183,ADT,M,66,Qatari,0
P-007183-03,BK-007183,ADT,F,47,Bahraini,0
P-007183-04,BK-007183,INF,M,0,Kuwaiti,0
P-007184-01,BK-007184,ADT,M,55,Kuwaiti,0
P-007185-01,BK-007185,ADT,F,34,Omani,0
P-007185-02,BK-007185,ADT,M,34,French,0
P-007185-03,BK-007185,INF,F,0,Emirati,0
P-007186-01,BK-007186,ADT,M,67,Kuwaiti,0
P-007186-02,BK-007186,CHD,M,2,Omani,0
P-007187-01,BK-007187,ADT,F,50,Kuwaiti,1
P-007188-01,BK-007188,ADT,M,49,Bahraini,1
P-007189-01,BK-007189,ADT,F,38,Indonesian,1
P-007190-01,BK-007190,ADT,M,59,Qatari,0
P-007190-02,BK-007190,ADT,M,42,Pakistani,0
P-007190-03,BK-007190,CHD,F,2,Bahraini,0
P-007190-04,BK-007190,INF,F,1,Bahraini,0
P-007191-01,BK-007191,ADT,M,36,Emirati,0
P-007191-02,BK-007191,ADT,F,51,Saudi,1
P-007192-01,BK-007192,ADT,F,53,Kuwaiti,0
P-007192-02,BK-007192,ADT,M,50,Bangladeshi,0
