booking_id,booking_date,travel_date,channel,trip_type,cabin,airline,origin,destination,route_band,pax_count,base_fare_usd,taxes_usd,total_usd,cost_usd,profit_usd,booking_status,cancel_reason,lead_time_days,season
BK-009188,2016-07-25,2016-09-30,Phone,One-way,First,IA,KWI,NJF,Medium,5,4155.35,749.06,4904.41,4962.92,-58.51,Ticketed,,67,Autumn
BK-009189,2016-02-04,2016-03-14,Walk-in,One-way,Economy,RJ,KWI,CAI,Medium,1,295.14,44.0,339.14,342.37,-3.23,Cancelled,Changed plans,39,Spring
BK-009190,2025-09-30,2025-11-06,Corporate,Round-trip,Economy,AI,KHI,AMM,Long,2,2128.64,271.95,2400.59,2467.3,-66.71,Ticketed,,37,Autumn
BK-009191,2024-11-05,2025-01-16,Corporate,Round-trip,Business,GF,BAH,ADD,Long,5,9883.45,1882.6,11766.05,10623.64,1142.41,Ticketed,,72,Winter
BK-009192,2018-01-08,2018-03-15,Corporate,One-way,Business,EY,KWI,CMB,Medium,2,2050.44,295.23,2345.67,2280.96,64.71,Pending,,66,Spring
BK-009193,2023-06-24,2023-08-06,WhatsApp,One-way,Business,XY,KWI,MXP,Long,5,16847.25,3052.76,19900.01,17128.31,2771.7,Ticketed,,43,Summer
BK-009194,2019-09-12,2019-10-18,Walk-in,One-way,Economy,KU,KWI,PEW,Medium,5,1650.85,285.1,1935.95,1892.04,43.91,Ticketed,,36,Autumn
BK-009195,2021-09-06,2021-10-06,Corporate,Round-trip,Economy,KU,ADD,DOH,Long,4,2339.72,308.28,2648.0,2387.11,260.89,Ticketed,,30,Autumn
BK-009196,2021-09-01,2021-11-04,Online,One-way,Economy,KU,KWI,HYD,Medium,5,2489.5,320.81,2810.31,2452.59,357.72,Ticketed,,64,Autumn
BK-009197,2019-09-07,2019-12-14,Corporate,Round-trip,Business,WY,DXB,ADD,Long,5,9063.8,1680.77,10744.57,8970.41,1774.16,Ticketed,,98,Winter
BK-009198,2023-12-11,2024-01-17,Corporate,One-way,Economy,EK,KWI,PEK,VeryLong,3,3263.76,327.67,3591.43,2954.33,637.1,Ticketed,,37,Winter
BK-009199,2021-04-23,2021-04-27,Online,One-way,Economy,OS,ISB,VIE,Long,2,2368.74,427.79,2796.53,2868.54,-72.01,Ticketed,,4,Spring
BK-009200,2025-11-05,2025-11-23,WhatsApp,Round-trip,PremiumEconomy,KU,KUL,DOH,Long,1,1095.87,156.38,1252.25,1235.28,16.97,Ticketed,,18,Autumn
BK-009201,2023-06-02,2023-07-24,Online,Round-trip,Business,AC,GRU,ADL,Long,1,1233.94,271.21,1505.15,1537.14,-31.99,Cancelled,Airline cancelled,52,Summer
BK-009202,2022-12-16,2022-12-29,Online,One-way,Economy,EY,KWI,BOM,Medium,4,1765.28,352.03,2117.31,1927.34,189.97,Cancelled,Schedule change,13,Winter
BK-009203,2022-07-29,2022-11-16,Phone,Round-trip,Business,SG,DMM,BLR,Medium,1,794.06,87.17,881.23,742.5,138.73,Ticketed,,110,Autumn
BK-009204,2021-12-11,2022-02-20,Phone,One-way,Economy,KU,KWI,MUX,Medium,5,1408.4,257.04,1665.44,1435.37,230.07,Ticketed,,71,Winter
BK-009205,2023-03-28,2023-04-03,Walk-in,One-way,Economy,DL,KWI,IAD,VeryLong,5,11315.95,1992.95,13308.9,13534.91,-226.01,Ticketed,,6,Spring
BK-009206,2021-04-06,2021-05-12,Online,Round-trip,PremiumEconomy,G9,MCT,MXP,Long,2,4225.88,426.04,4651.92,4693.96,-42.04,Ticketed,,36,Spring
BK-009207,2022-01-17,2022-02-18,Corporate,One-way,Economy,CA,AUH,NRT,VeryLong,3,2727.96,449.45,3177.41,2688.46,488.95,Ticketed,,32,Winter
BK-009208,2024-07-05,2024-08-22,WhatsApp,Round-trip,Economy,KU,KRT,HKG,Long,2,1293.0,178.76,1471.76,1473.15,-1.39,Cancelled,Medical issue,48,Summer
BK-009209,2024-05-31,2024-07-07,Online,Multi-city,PremiumEconomy,PK,KWI,SKT,Medium,1,890.18,152.81,1042.99,1021.69,21.3,Ticketed,,37,Summer
BK-009210,2023-11-15,2024-01-11,Walk-in,One-way,Economy,FR,MCT,MXP,Long,4,2686.88,437.3,3124.18,2807.51,316.67,Ticketed,,57,Winter
BK-009211,2017-03-08,2017-04-04,Online,Round-trip,Economy,G9,MED,HAN,Long,6,2932.62,635.96,3568.58,2958.65,609.93,Cancelled,Changed plans,27,Spring
BK-009212,2021-04-04,2021-04-11,Walk-in,Round-trip,Economy,G9,SHJ,PEW,Medium,4,1849.08,365.13,2214.21,2191.36,22.85,Ticketed,,7,Spring
BK-009213,2015-01-18,2015-03-20,Online,Round-trip,Economy,SV,RUH,BKK,Long,2,1360.14,158.23,1518.37,1402.45,115.92,Ticketed,,61,Spring
BK-009214,2018-02-16,2018-03-28,Online,One-way,Economy,IB,CAI,MAD,Medium,2,1235.86,212.09,1447.95,1381.73,66.22,Ticketed,,40,Spring
BK-009215,2020-02-11,2020-03-23,Corporate,Round-trip,Business,KU,KWI,BOM,Medium,1,1625.68,263.43,1889.11,1752.19,136.92,Ticketed,,41,Spring
BK-009216,2017-08-10,2017-09-05,Walk-in,One-way,Business,WY,ADL,EVN,Long,3,4315.53,691.57,5007.1,5104.39,-97.29,Ticketed,,26,Autumn
BK-009217,2025-08-26,2025-09-04,Phone,Multi-city,Economy,IB,BCN,CMB,Long,1,790.74,94.84,885.58,876.14,9.44,Cancelled,Airline cancelled,9,Autumn
BK-009218,2022-11-10,2022-11-12,Online,Multi-city,Economy,WY,DAR,HKG,Long,3,3537.36,605.96,4143.32,3970.46,172.86,Ticketed,,2,Autumn
BK-009219,2015-04-23,2015-05-14,Online,One-way,Economy,VN,RUH,SGN,Long,1,448.06,93.6,541.66,501.76,39.9,Ticketed,,21,Spring
BK-009220,2016-12-17,2016-12-28,Walk-in,One-way,Business,EY,KWI,HYD,Medium,1,1427.5,217.75,1645.25,1415.4,229.85,Ticketed,,11,Winter
BK-009221,2023-02-07,2023-04-09,Online,Round-trip,Economy,XY,ADD,LHE,Long,2,1331.02,158.56,1489.58,1513.02,-23.44,Ticketed,,61,Spring
BK-009222,2021-01-22,2021-04-07,Online,One-way,Economy,AK,KUL,ADL,Long,1,369.19,75.12,444.31,411.17,33.14,Ticketed,,75,Spring
BK-009223,2021-08-21,2021-10-29,Online,Round-trip,Business,GF,NJF,EVN,Long,5,12510.1,1763.67,14273.77,12191.74,2082.03,Ticketed,,69,Autumn
BK-009224,2015-08-31,2015-10-01,WhatsApp,One-way,Economy,KU,KWI,LHE,Medium,1,373.4,50.98,424.38,375.54,48.84,Pending,,31,Autumn
BK-009225,2015-12-24,2016-03-15,Phone,Round-trip,Business,G9,ALG,AUH,Long,4,3991.36,750.34,4741.7,4824.82,-83.12,Ticketed,,82,Spring
BK-009226,2024-02-02,2024-03-04,Corporate,One-way,Economy,G9,RUH,TLV,Medium,6,1861.86,283.72,2145.58,2146.28,-0.7,Ticketed,,31,Spring
BK-009227,2023-05-20,2023-06-02,Corporate,Round-trip,Economy,RJ,KWI,EVN,Medium,3,1006.71,134.51,1141.22,976.08,165.14,Ticketed,,13,Summer
BK-009228,2017-06-06,2017-09-01,Online,Round-trip,PremiumEconomy,FR,AMM,MAD,Medium,1,979.59,180.81,1160.4,1118.79,41.61,Ticketed,,87,Autumn
BK-009229,2024-08-23,2024-09-17,Corporate,Multi-city,Economy,WY,KWI,CMB,Medium,3,1371.78,237.83,1609.61,1540.95,68.66,Ticketed,,25,Autumn
BK-009230,2025-07-24,2025-10-13,WhatsApp,Round-trip,Economy,AI,AUH,BOM,Medium,3,967.23,199.5,1166.73,1177.28,-10.55,Ticketed,,81,Autumn
BK-009231,2023-03-09,2023-04-16,Walk-in,Multi-city,Economy,KU,KWI,MUX,Medium,2,831.84,153.8,985.64,845.34,140.3,Ticketed,,38,Spring
BK-009232,2023-10-30,2023-12-21,WhatsApp,Multi-city,Economy,EK,KWI,MAN,Long,6,7179.24,1536.29,8715.53,7463.81,1251.72,Ticketed,,52,Winter
BK-009233,2017-10-17,2017-12-06,Online,One-way,Business,KU,KWI,ISB,Medium,2,1580.56,235.39,1815.95,1862.98,-47.03,Ticketed,,50,Winter
BK-009234,2025-09-03,2025-09-06,Online,Round-trip,Economy,SV,AUH,FCO,Long,1,1036.18,187.23,1223.41,1122.82,100.59,Ticketed,,3,Autumn
BK-009235,2015-01-23,2015-03-06,WhatsApp,Round-trip,Business,WY,ISB,DXB,Medium,2,3207.14,631.13,3838.27,3239.88,598.39,Ticketed,,42,Spring
BK-009236,2018-07-29,2018-09-28,WhatsApp,One-way,Economy,LH,FRA,HKG,Long,4,3807.8,790.06,4597.86,4625.88,-28.02,Ticketed,,61,Autumn
BK-009237,2025-12-21,2026-01-14,Corporate,One-way,Economy,6E,RUH,CCU,Medium,2,682.68,80.23,762.91,657.51,105.4,Ticketed,,24,Winter
BK-009238,2019-08-05,2019-08-14,WhatsApp,Round-trip,Economy,KU,KWI,CDG,Long,3,3375.66,559.81,3935.47,3728.74,206.73,Cancelled,Customer no-show,9,Summer
BK-009239,2023-02-07,2023-02-20,Online,Round-trip,Economy,KU,KWI,PER,VeryLong,3,6186.18,1216.61,7402.79,6364.49,1038.3,Ticketed,,13,Winter
BK-009240,2025-09-14,2025-09-22,WhatsApp,One-way,Economy,G9,KWI,BSR,Medium,2,509.82,107.65,617.47,531.43,86.04,Ticketed,,8,Autumn
BK-009241,2022-03-23,2022-04-04,WhatsApp,Round-trip,Economy,FZ,BAH,MEL,VeryLong,2,3540.58,444.29,3984.87,3350.58,634.29,Cancelled,Price issue,12,Spring
BK-009242,2022-05-09,2022-06-03,Corporate,Round-trip,Economy,KU,KWI,VIE,Long,2,2030.94,389.42,2420.36,2133.91,286.45,Ticketed,,25,Summer
BK-009243,2021-08-15,2021-11-21,Online,One-way,Economy,6E,KWI,MAA,Medium,2,1117.94,112.29,1230.23,1092.09,138.14,Ticketed,,98,Autumn
BK-009244,2025-11-12,2026-01-25,Corporate,One-way,PremiumEconomy,G9,AUH,BOM,Medium,1,539.8,102.89,642.69,606.1,36.59,Cancelled,Changed plans,74,Winter
BK-009245,2024-11-24,2025-03-13,Walk-in,One-way,Business,QR,KWI,DOH,Short,2,645.2,100.01,745.21,650.95,94.26,Ticketed,,109,Spring
BK-009246,2023-09-14,2023-09-27,Walk-in,One-way,Economy,KU,KWI,SIN,Long,1,577.19,82.46,659.65,649.35,10.3,Cancelled,Customer no-show,13,Autumn
BK-009247,2021-06-26,2021-09-24,WhatsApp,Round-trip,Business,G9,KWI,EVN,Medium,1,511.44,99.47,610.91,627.42,-16.51,Ticketed,,90,Autumn
BK-009248,2022-08-05,2022-08-31,Online,One-way,Economy,FZ,KWI,CGK,Long,2,1914.56,322.49,2237.05,1976.02,261.03,Ticketed,,26,Summer
BK-009249,2019-04-24,2019-06-11,Online,Round-trip,Business,EK,KWI,DAC,Medium,5,4954.55,556.53,5511.08,4988.29,522.79,Cancelled,Medical issue,48,Summer
BK-009250,2023-05-14,2023-06-18,Corporate,Round-trip,Economy,CA,HKG,HYD,Long,1,815.4,101.33,916.73,756.61,160.12,Ticketed,,35,Summer
BK-009251,2017-09-24,2017-10-09,Online,Multi-city,Business,GF,KWI,TBS,Medium,6,6127.14,1022.14,7149.28,6797.12,352.16,Ticketed,,15,Autumn
BK-009252,2018-07-27,2018-08-23,WhatsApp,Multi-city,Economy,PR,KWI,BKK,Long,1,710.35,72.53,782.88,740.86,42.02,Ticketed,,27,Summer
BK-009253,2024-06-28,2024-08-05,WhatsApp,Round-trip,Economy,GF,KWI,IAD,VeryLong,4,6945.64,700.26,7645.9,7138.36,507.54,Ticketed,,38,Summer
BK-009254,2020-04-28,2020-06-19,Online,Round-trip,Economy,KU,KWI,HAN,Long,1,501.06,64.2,565.26,485.82,79.44,Cancelled,Visa denied,52,Summer
BK-009255,2023-01-28,2023-04-24,Online,One-way,Economy,SV,KWI,BOM,Medium,1,585.11,120.78,705.89,667.81,38.08,Ticketed,,86,Spring
BK-009256,2016-02-19,2016-05-23,Online,One-way,Economy,CA,MED,PVG,VeryLong,6,8628.96,871.58,9500.54,7901.88,1598.66,Ticketed,,94,Spring
BK-009257,2020-08-13,2020-09-03,WhatsApp,One-way,PremiumEconomy,WY,KWI,DEL,Medium,1,899.26,134.6,1033.86,944.98,88.88,Cancelled,COVID restriction,21,Autumn
BK-009258,2023-11-23,2024-01-02,WhatsApp,Round-trip,Business,FZ,KWI,ISB,Medium,1,1012.38,195.26,1207.64,1177.1,30.54,Ticketed,,40,Winter
BK-009259,2023-03-24,2023-06-20,Online,One-way,Business,SV,KWI,MED,Short,3,1188.96,153.56,1342.52,1315.17,27.35,Ticketed,,88,Summer
BK-009260,2020-07-31,2020-08-21,Online,Round-trip,Economy,XY,KWI,RUH,Short,2,448.16,76.01,524.17,439.13,85.04,Ticketed,,21,Summer
BK-009261,2018-07-14,2018-07-17,Online,One-way,Economy,KU,KWI,MEL,VeryLong,5,10784.15,1760.21,12544.36,12770.7,-226.34,Ticketed,,3,Summer
BK-009262,2020-05-10,2020-06-27,Online,Round-trip,Economy,KU,PEK,EVN,Long,3,1793.28,193.89,1987.17,1851.27,135.9,Cancelled,COVID restriction,48,Summer
BK-009263,2023-03-11,2023-05-15,Online,Multi-city,Economy,EY,KWI,SSH,Medium,3,1173.18,194.36,1367.54,1191.7,175.84,Ticketed,,65,Spring
BK-009264,2016-07-10,2016-09-04,Phone,Round-trip,Business,PR,SIN,MNL,Long,2,3531.2,469.51,4000.71,3289.03,711.68,Ticketed,,56,Autumn
BK-009265,2024-04-05,2024-06-19,Online,One-way,Economy,VN,JFK,SGN,Long,3,2903.97,368.15,3272.12,2841.92,430.2,Ticketed,,75,Summer
BK-009266,2019-04-26,2019-06-17,Online,One-way,Economy,WY,JED,HYD,Medium,1,469.34,76.38,545.72,527.53,18.19,Cancelled,Personal reason,52,Summer
BK-009267,2019-09-17,2019-09-27,Corporate,One-way,Economy,TK,KWI,MXP,Long,5,5252.0,1052.46,6304.46,5182.06,1122.4,Cancelled,Schedule change,10,Autumn
BK-009268,2016-07-27,2016-10-25,Corporate,Round-trip,Business,KE,ICN,DOH,VeryLong,3,13086.87,1696.14,14783.01,13621.85,1161.16,Ticketed,,90,Autumn
BK-009269,2017-09-12,2017-10-14,Online,One-way,Business,KU,KWI,TPE,VeryLong,4,7760.04,1706.31,9466.35,9297.95,168.4,Ticketed,,32,Autumn
BK-009270,2025-07-05,2025-08-31,Online,Round-trip,Economy,GF,BAH,EVN,Medium,2,606.08,104.59,710.67,611.86,98.81,Ticketed,,57,Summer
BK-009271,2021-01-20,2021-03-15,WhatsApp,One-way,Economy,EK,KWI,SKT,Medium,1,642.2,102.31,744.51,711.11,33.4,Cancelled,Medical issue,54,Spring
BK-009272,2024-08-07,2024-08-30,Corporate,Multi-city,Business,UK,LAX,MAA,Long,3,8357.85,1226.06,9583.91,8342.76,1241.15,Ticketed,,23,Summer
BK-009273,2023-06-29,2023-07-31,Online,Round-trip,PremiumEconomy,EY,KWI,BLR,Medium,1,451.14,67.48,518.62,524.35,-5.73,Ticketed,,32,Summer
BK-009274,2022-11-03,2023-01-01,WhatsApp,One-way,Economy,SV,KWI,BCN,Long,6,5641.68,1122.44,6764.12,6087.15,676.97,Ticketed,,59,Winter
BK-009275,2023-07-26,2023-08-20,Online,Round-trip,Business,KU,KWI,CMB,Medium,2,2349.48,271.05,2620.53,2341.71,278.82,Ticketed,,25,Summer
BK-009276,2025-04-19,2025-06-27,Online,Round-trip,Economy,PK,KWI,MUX,Medium,4,1302.68,228.1,1530.78,1552.11,-21.33,Ticketed,,69,Summer
BK-009277,2020-12-13,2020-12-29,Phone,Round-trip,PremiumEconomy,FZ,DXB,BSR,Medium,2,1277.84,255.07,1532.91,1431.5,101.41,Cancelled,Medical issue,16,Winter
BK-009278,2023-04-19,2023-05-10,Walk-in,One-way,Economy,EK,PEW,KHI,Short,1,193.23,38.53,231.76,202.42,29.34,Ticketed,,21,Spring
BK-009279,2023-02-12,2023-03-06,Phone,Round-trip,PremiumEconomy,AI,KWI,DEL,Medium,2,1748.5,251.56,2000.06,1919.29,80.77,Ticketed,,22,Spring
BK-009280,2016-04-28,2016-06-29,Walk-in,Round-trip,Business,EY,KWI,PER,VeryLong,3,13548.36,1951.53,15499.89,15459.5,40.39,Pending,,62,Summer
BK-009281,2023-02-04,2023-03-15,Corporate,Round-trip,Economy,AI,KWI,CCU,Medium,3,1089.81,209.11,1298.92,1199.14,99.78,Ticketed,,39,Spring
BK-009282,2015-09-12,2015-09-26,WhatsApp,Round-trip,Economy,MH,KWI,SIN,Long,1,524.39,63.31,587.7,499.48,88.22,Ticketed,,14,Autumn
BK-009283,2022-02-10,2022-03-17,WhatsApp,Multi-city,Economy,GF,KWI,CAI,Medium,3,1212.33,233.46,1445.79,1203.35,242.44,Ticketed,,35,Spring
BK-009284,2016-09-22,2016-12-05,Online,Round-trip,Economy,KU,KWI,BOM,Medium,3,1073.94,162.1,1236.04,1026.17,209.87,Pending,,74,Winter
BK-009285,2023-04-10,2023-06-15,Online,One-way,PremiumEconomy,MS,HRG,EVN,Long,1,1732.18,298.08,2030.26,2022.57,7.69,Ticketed,,66,Summer
BK-009286,2025-08-12,2025-08-30,Online,Round-trip,PremiumEconomy,LX,KWI,CDG,Long,1,1215.44,221.9,1437.34,1259.75,177.59,Ticketed,,18,Summer
BK-009287,2023-05-17,2023-05-21,Corporate,Round-trip,Economy,6E,KWI,ISB,Medium,3,960.84,152.34,1113.18,1145.42,-32.24,Ticketed,,4,Spring
BK-009288,2018-06-16,2018-09-21,Walk-in,Round-trip,Economy,G9,KWI,BOM,Medium,4,2557.28,557.7,3114.98,2626.9,488.08,Cancelled,COVID restriction,97,Autumn
BK-009289,2019-05-11,2019-07-08,Online,One-way,Economy,AI,CCU,SKT,Short,2,302.28,37.59,339.87,279.85,60.02,Ticketed,,58,Summer
BK-009290,2017-01-10,2017-03-02,Online,Round-trip,Economy,SV,KWI,SYD,VeryLong,3,6634.08,1389.71,8023.79,7101.52,922.27,Ticketed,,51,Spring
BK-009291,2025-08-20,2025-09-30,Corporate,One-way,Economy,KU,KWI,PEW,Medium,3,853.59,137.67,991.26,880.76,110.5,Ticketed,,41,Autumn
BK-009292,2017-10-29,2017-12-03,Phone,Round-trip,Business,XY,JED,TPE,VeryLong,3,6919.23,1108.75,8027.98,7627.62,400.36,Ticketed,,35,Winter
BK-009293,2023-01-31,2023-04-04,Corporate,Multi-city,Economy,WY,KWI,KHI,Medium,3,1821.06,279.37,2100.43,2053.32,47.11,Pending,,63,Spring
BK-009294,2018-07-19,2018-08-14,Online,Round-trip,PremiumEconomy,KE,KWI,ICN,VeryLong,2,5068.42,570.14,5638.56,4904.03,734.53,Ticketed,,26,Summer
BK-009295,2021-11-08,2021-12-28,Corporate,Round-trip,PremiumEconomy,KU,KWI,MAD,Long,3,2536.98,494.83,3031.81,2577.41,454.4,Cancelled,COVID restriction,50,Winter
BK-009296,2025-04-17,2025-07-16,Online,One-way,Business,JQ,SYD,BGW,Long,1,2080.32,283.93,2364.25,2000.1,364.15,Ticketed,,90,Summer
BK-009297,2016-04-26,2016-06-03,Walk-in,One-way,First,KU,KWI,MAN,Long,1,4737.7,564.93,5302.63,4515.58,787.05,Cancelled,Customer no-show,38,Summer
BK-009298,2019-12-19,2020-01-10,Phone,Round-trip,Economy,FZ,KWI,BKK,Long,2,1373.2,263.16,1636.36,1484.16,152.2,Ticketed,,22,Winter
BK-009299,2016-12-01,2016-12-07,Corporate,Round-trip,Business,AF,CDG,KHI,Long,2,3250.2,414.22,3664.42,3231.6,432.82,Cancelled,Customer no-show,6,Winter
BK-009300,2024-08-16,2024-11-04,Online,Round-trip,Economy,G9,KWI,CAI,Medium,1,417.77,52.04,469.81,406.63,63.18,Ticketed,,80,Autumn
BK-009301,2025-11-27,2026-01-18,Online,Multi-city,Economy,6E,KWI,ISB,Medium,1,423.62,86.57,510.19,436.43,73.76,Ticketed,,52,Winter
BK-009302,2023-04-24,2023-06-26,Phone,One-way,Economy,OS,KWI,ATH,Long,2,1273.74,271.08,1544.82,1424.04,120.78,Ticketed,,63,Summer
BK-009303,2022-07-22,2022-08-16,Online,Round-trip,PremiumEconomy,UK,DEL,BNE,Long,2,3004.34,466.86,3471.2,2851.97,619.23,Ticketed,,25,Summer
BK-009304,2025-10-29,2026-01-19,Walk-in,Round-trip,Economy,IA,KWI,NJF,Medium,3,1115.22,211.4,1326.62,1160.1,166.52,Ticketed,,82,Winter
BK-009305,2025-09-07,2025-10-09,WhatsApp,Round-trip,Economy,MH,KWI,HAN,Long,2,2153.84,261.33,2415.17,2233.21,181.96,Cancelled,Visa denied,32,Autumn
BK-009306,2019-11-21,2020-04-01,Phone,One-way,Business,KU,HKG,MAN,Long,3,4971.06,850.73,5821.79,4992.53,829.26,Ticketed,,132,Spring
BK-009307,2018-03-03,2018-03-23,Phone,One-way,Business,EK,KWI,SKT,Medium,1,938.93,189.22,1128.15,1077.67,50.48,Ticketed,,20,Spring
BK-009308,2022-02-17,2022-03-03,Online,One-way,Economy,FR,KWI,SAW,Long,2,1328.58,199.27,1527.85,1567.15,-39.3,Ticketed,,14,Spring
BK-009309,2021-07-12,2021-07-22,Online,Multi-city,Economy,KU,KWI,LHE,Medium,3,767.52,101.45,868.97,875.25,-6.28,Ticketed,,10,Summer
BK-009310,2023-06-29,2023-09-09,Online,One-way,Economy,BG,SKT,DAC,Short,5,432.15,52.71,484.86,470.79,14.07,Ticketed,,72,Autumn
BK-009311,2017-08-19,2017-09-08,WhatsApp,One-way,Economy,GF,KWI,BKK,Long,4,4179.76,433.84,4613.6,3927.93,685.67,Ticketed,,20,Autumn
BK-009312,2020-10-20,2020-10-22,Online,Round-trip,Economy,XY,RUH,SGN,Long,6,4458.18,613.74,5071.92,4886.73,185.19,Ticketed,,2,Autumn
BK-009313,2019-11-13,2019-11-28,Corporate,Multi-city,Economy,SV,DMM,BAH,Short,2,470.38,101.06,571.44,568.92,2.52,Ticketed,,15,Autumn
BK-009314,2024-05-17,2024-05-31,WhatsApp,One-way,Economy,EY,KWI,SSH,Medium,5,776.9,132.53,909.43,861.04,48.39,Ticketed,,14,Spring
BK-009315,2025-08-12,2025-11-22,Walk-in,Round-trip,Business,EK,KWI,DAC,Medium,2,1743.64,370.96,2114.6,1829.95,284.65,Ticketed,,102,Autumn
BK-009316,2023-03-26,2023-05-23,Walk-in,Round-trip,Economy,GF,DOH,JED,Short,2,178.76,30.49,209.25,172.03,37.22,Ticketed,,58,Spring
BK-009317,2015-02-16,2015-02-17,Walk-in,Round-trip,First,EY,KWI,MAA,Medium,2,3273.9,628.47,3902.37,3898.36,4.01,Ticketed,,1,Winter
BK-009318,2021-11-08,2021-12-14,WhatsApp,Round-trip,First,SV,JED,KHI,Medium,6,10270.92,1461.96,11732.88,9668.88,2064.0,Ticketed,,36,Winter
BK-009319,2021-01-27,2021-04-10,Online,Round-trip,Economy,KU,KWI,ORD,VeryLong,5,7954.5,986.64,8941.14,7707.93,1233.21,Cancelled,Changed plans,73,Spring
BK-009320,2025-02-07,2025-02-26,Walk-in,Round-trip,Economy,MU,YYZ,PVG,Long,5,3827.7,391.11,4218.81,3630.39,588.42,Ticketed,,19,Winter
BK-009321,2025-07-17,2025-07-30,Walk-in,Round-trip,Business,KU,KWI,SAW,Long,2,4647.6,902.39,5549.99,4946.09,603.9,Ticketed,,13,Summer
BK-009322,2024-07-11,2024-08-30,Phone,Round-trip,Business,SG,KWI,DEL,Medium,4,6801.28,987.2,7788.48,7436.57,351.91,Cancelled,Personal reason,50,Summer
BK-009323,2018-07-21,2018-10-19,Online,Round-trip,PremiumEconomy,OS,VIE,SIN,Long,2,1392.44,281.63,1674.07,1686.39,-12.32,Ticketed,,90,Autumn
BK-009324,2022-07-09,2022-08-03,Walk-in,One-way,Economy,EY,KWI,GRU,VeryLong,4,5498.4,623.71,6122.11,5182.38,939.73,Ticketed,,25,Summer
BK-009325,2016-07-01,2016-07-27,Online,Round-trip,Economy,SG,ZRH,BLR,Long,5,4565.6,602.86,5168.46,4332.25,836.21,Ticketed,,26,Summer
BK-009326,2025-12-18,2026-03-02,Corporate,Round-trip,Economy,WY,KWI,MED,Short,1,134.71,24.88,159.59,145.71,13.88,Ticketed,,74,Spring
BK-009327,2023-04-26,2023-06-15,WhatsApp,Round-trip,Economy,XY,KWI,KUL,Long,5,3547.65,406.59,3954.24,3566.17,388.07,Ticketed,,50,Summer
BK-009328,2018-03-09,2018-05-07,WhatsApp,Round-trip,Business,EY,KWI,CGK,Long,6,14311.5,2085.9,16397.4,14905.17,1492.23,Ticketed,,59,Spring
BK-009329,2017-08-30,2017-09-05,Online,Round-trip,Business,LX,PVG,ZRH,Long,5,12636.15,1451.39,14087.54,13694.7,392.84,Ticketed,,6,Autumn
BK-009330,2024-08-02,2024-08-04,Online,One-way,Economy,CA,MCT,PEK,VeryLong,2,2279.86,286.82,2566.68,2435.4,131.28,Ticketed,,2,Summer
BK-009331,2017-04-28,2017-06-13,Corporate,Round-trip,Business,SV,KWI,MNL,Long,2,5415.04,715.75,6130.79,5433.67,697.12,Ticketed,,46,Summer
BK-009332,2023-12-02,2023-12-03,Walk-in,One-way,PremiumEconomy,6E,AUH,HYD,Medium,3,2529.69,490.55,3020.24,2910.36,109.88,Ticketed,,1,Winter
BK-009333,2021-09-12,2021-10-23,WhatsApp,Round-trip,Business,QR,YYZ,MED,VeryLong,1,5749.97,627.05,6377.02,5932.13,444.89,Ticketed,,41,Autumn
BK-009334,2018-05-08,2018-06-01,Online,Round-trip,Economy,G9,KWI,AMS,Long,3,2936.55,492.0,3428.55,3075.45,353.1,Ticketed,,24,Summer
BK-009335,2025-03-07,2025-05-11,Online,Round-trip,Economy,GF,KWI,DMM,Short,2,416.2,74.02,490.22,466.85,23.37,Ticketed,,65,Spring
BK-009336,2020-08-21,2020-09-17,Phone,Round-trip,Business,RJ,CAI,AMM,Long,1,2203.47,457.41,2660.88,2511.81,149.07,Cancelled,Price issue,27,Autumn
BK-009337,2024-12-15,2025-03-19,Corporate,Round-trip,Economy,G9,KWI,ICN,VeryLong,2,3082.9,371.67,3454.57,3457.57,-3.0,Cancelled,Duplicate booking,94,Spring
BK-009338,2024-05-04,2024-09-18,Online,Round-trip,Economy,GF,KWI,HKG,VeryLong,3,2777.16,596.91,3374.07,3334.17,39.9,Ticketed,,137,Autumn
BK-009339,2016-08-18,2016-09-05,Online,One-way,Economy,SV,KWI,TPE,VeryLong,2,2525.38,409.68,2935.06,2753.15,181.91,Ticketed,,18,Autumn
BK-009340,2018-11-25,2019-01-02,Online,Round-trip,Economy,GF,BAH,DOH,Short,1,97.96,12.98,110.94,91.22,19.72,Ticketed,,38,Winter
BK-009341,2021-06-22,2021-07-10,Walk-in,Round-trip,First,TK,CDG,KWI,Long,1,6193.24,1295.21,7488.45,6305.04,1183.41,Cancelled,COVID restriction,18,Summer
BK-009342,2019-11-06,2019-11-25,WhatsApp,One-way,Business,FZ,KWI,BNE,VeryLong,4,26109.6,5213.77,31323.37,26067.25,5256.12,Ticketed,,19,Autumn
BK-009343,2018-08-29,2018-12-10,Phone,One-way,Business,KU,KWI,MXP,Long,1,3509.08,689.59,4198.67,3471.94,726.73,Ticketed,,103,Winter
BK-009344,2017-01-02,2017-03-04,WhatsApp,Round-trip,Economy,PK,BKK,PEW,Long,1,570.05,118.8,688.85,573.77,115.08,Cancelled,Customer no-show,61,Spring
BK-009345,2023-08-24,2023-10-13,Phone,Round-trip,Economy,KU,KWI,SSH,Medium,3,1135.14,179.63,1314.77,1106.17,208.6,Ticketed,,50,Autumn
